date,fund,company,ticker,shares,market value($),weight(%)
11/27/2020,ARKF,SQUARE INC - A,SQ,641146.0,136256347.92,10.99
11/27/2020,ARKF,PINTEREST INC- CLASS A,PINS,856904.0,59743346.88,4.82
11/27/2020,ARKF,MERCADOLIBRE INC,MELI,38089.0,57645035.27,4.650000000000002
11/27/2020,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,468363.0,49173431.37,3.9699999999999998
11/27/2020,ARKF,ZILLOW GROUP INC - C,Z,444421.0,48019689.05,3.8699999999999997
11/27/2020,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,599936.0,45565139.2,3.6700000000000004
11/27/2020,ARKF,PAYPAL HOLDINGS INC,PYPL,210342.0,44464195.38,3.5900000000000003
11/27/2020,ARKF,SEA LTD-ADR,SE,239852.0,43784982.6,3.53
11/27/2020,ARKF,ADYEN NV,ADYEN,21234.0,41027468.7,3.3099999999999996
11/27/2020,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,141369.0,39085701.12,3.15
11/27/2020,ARKF,MEITUAN-CLASS B,3690,956815.0,38516538.07,3.11
11/27/2020,ARKF,LENDINGTREE INC,TREE UW,142538.0,36984334.86,2.98
11/27/2020,ARKF,TWILIO INC - A,TWLO,98739.0,31502677.95,2.54
11/27/2020,ARKF,SNAP INC - A,SNAP,632050.0,29093261.5,2.35
11/27/2020,ARKF,AMAZON.COM INC,AMZN,8674.0,27716379.16,2.23
11/27/2020,ARKF,FACEBOOK INC-CLASS A,FB,97512.0,27089808.72,2.18
11/27/2020,ARKF,DOCUSIGN INC,DOCU,117566.0,26672198.42,2.15
11/27/2020,ARKF,APPLE INC,AAPL,225996.0,26348873.64,2.12
11/27/2020,ARKF,Z HOLDINGS CORP,4689,4200107.0,26166652.48,2.11
11/27/2020,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,5180745.0,24832229.34,2.0
11/27/2020,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,440196.0,24287727.86,1.96
11/27/2020,ARKF,SPLUNK INC,SPLK,112853.0,23025397.59,1.8599999999999999
11/27/2020,ARKF,SLACK TECHNOLOGIES INC- CL A,WORK,546708.0,22234614.36,1.79
11/27/2020,ARKF,INTUIT INC,INTU,58784.0,20823644.16,1.68
11/27/2020,ARKF,WORKDAY INC-CLASS A,WDAY,89512.0,20038156.32,1.6200000000000003
11/27/2020,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,143339.0,17589128.69,1.4200000000000002
11/27/2020,ARKF,PINDUODUO INC-ADR,PDD,121423.0,17490983.15,1.41
11/27/2020,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,166400.0,16430336.0,1.32
11/27/2020,ARKF,SCHWAB (CHARLES) CORP,SCHW,319803.0,15894209.1,1.28
11/27/2020,ARKF,LENDINGCLUB CORP,LC,1879598.0,14980396.06,1.21
11/27/2020,ARKF,SOCIAL CAPITAL HEDOSOPHIA-A,IPOB,670682.0,14620867.6,1.18
11/27/2020,ARKF,JD.COM INC-ADR,JD,157178.0,14053284.98,1.13
11/27/2020,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,414194.0,13697395.58,1.1
11/27/2020,ARKF,INTERACTIVE BROKERS GRO-CL A,IBKR,247585.0,13396824.35,1.08
11/27/2020,ARKF,SHOPIFY INC - CLASS A,SHOP,12688.0,13124340.32,1.06
11/27/2020,ARKF,SBI HOLDINGS INC,8473,475262.0,13068620.14,1.05
11/27/2020,ARKF,DISCOVERY LTD,DSY,1524845.0,12648045.8,1.02
11/27/2020,ARKF,HDFC BANK LTD-ADR,HDB,182967.0,12408821.94,1.0
11/27/2020,ARKF,NVIDIA CORP,NVDA,22800.0,12094260.0,0.98
11/27/2020,ARKF,TRANSUNION,TRU,125894.0,11689257.9,0.9400000000000001
11/27/2020,ARKF,TCS GROUP HOLDING-GDR REG S,,377435.0,11379665.25,0.9199999999999999
11/27/2020,ARKF,YEAHKA LTD,9923,2138800.0,10872541.48,0.88
11/27/2020,ARKF,VERISK ANALYTICS INC,VRSK,50925.0,10094862.75,0.8100000000000002
11/27/2020,ARKF,KE HOLDINGS INC,BEKE,149181.0,9616207.26,0.7799999999999999
11/27/2020,ARKF,TELADOC HEALTH INC,TDOC,31633.0,6214302.85,0.5
11/27/2020,ARKF,MARKETAXESS HOLDINGS INC,MKTX,11070.0,5910162.3,0.48
11/27/2020,ARKF,MORGAN STANLEY GOVT INSTL 8035,,2665623.28,2665623.28,0.21
11/27/2020,ARKF,ZSCALER INC,ZS,680.0,101823.2,0.01
11/27/2020,ARKG,CRISPR THERAPEUTICS AG,CRSP,2937116.0,357006449.8,9.120000000000001
11/27/2020,ARKG,INVITAE CORP,NVTA,6206187.0,310681721.22,7.93
11/27/2020,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,3642435.0,276825060.0,7.07
11/27/2020,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,17726438.0,273518938.34,6.99
11/27/2020,ARKG,TWIST BIOSCIENCE CORP,TWST,1927770.0,221057385.9,5.65
11/27/2020,ARKG,TELADOC HEALTH INC,TDOC,835444.0,164122973.8,4.190000000000002
11/27/2020,ARKG,CAREDX INC,CDNA,2533157.0,145656527.5,3.7199999999999998
11/27/2020,ARKG,IOVANCE BIOTHERAPEUTICS INC,IOVA,3404058.0,134051804.04,3.42
11/27/2020,ARKG,EXACT SCIENCES CORP,EXAS,1080238.0,127673329.22,3.26
11/27/2020,ARKG,PERSONALIS INC,PSNL,4575861.0,127071659.97,3.25
