date,fund,company,ticker,shares,market value($),weight(%)
11/20/2020,ARKF,SQUARE INC - A,SQ,619348.0,121373627.56,10.24
11/20/2020,ARKF,PINTEREST INC- CLASS A,PINS,827774.0,55336691.9,4.67
11/20/2020,ARKF,MERCADOLIBRE INC,MELI,36791.0,52132479.09,4.4
11/20/2020,ARKF,ZILLOW GROUP INC - C,Z,429307.0,47893488.92,4.04
11/20/2020,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,452437.0,45723283.22,3.8600000000000003
11/20/2020,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,579526.0,44275786.4,3.74
11/20/2020,ARKF,SEA LTD-ADR,SE,231692.0,42425122.12,3.58
11/20/2020,ARKF,PAYPAL HOLDINGS INC,PYPL,203190.0,39148617.3,3.3000000000000003
11/20/2020,ARKF,ADYEN NV,ADYEN,20514.0,39120162.24,3.3000000000000003
11/20/2020,ARKF,LENDINGTREE INC,TREE UW,137692.0,37171332.32,3.1400000000000006
11/20/2020,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,136559.0,36971983.66,3.1199999999999997
11/20/2020,ARKF,MEITUAN-CLASS B,3690,924415.0,36274950.4,3.06
11/20/2020,ARKF,TWILIO INC - A,TWLO,95371.0,28450123.01,2.4
11/20/2020,ARKF,SNAP INC - A,SNAP,610558.0,27041613.82,2.2800000000000002
11/20/2020,ARKF,AMAZON.COM INC,AMZN,8384.0,25985369.6,2.19
11/20/2020,ARKF,APPLE INC,AAPL,218304.0,25615791.36,2.16
11/20/2020,ARKF,FACEBOOK INC-CLASS A,FB,94180.0,25400346.0,2.1399999999999997
11/20/2020,ARKF,DOCUSIGN INC,DOCU,113566.0,25165089.94,2.12
11/20/2020,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,5004145.0,24788014.6,2.09
11/20/2020,ARKF,Z HOLDINGS CORP,4689,4057507.0,23878033.01,2.01
11/20/2020,ARKF,SPLUNK INC,SPLK,109015.0,21687444.1,1.83
11/20/2020,ARKF,INTUIT INC,INTU,56784.0,19743228.96,1.67
11/20/2020,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,425796.0,19386760.21,1.6399999999999997
11/20/2020,ARKF,WORKDAY INC-CLASS A,WDAY,86468.0,18106399.2,1.53
11/20/2020,ARKF,PINDUODUO INC-ADR,PDD,117281.0,16835687.55,1.4200000000000002
11/20/2020,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,138457.0,16247928.95,1.37
11/20/2020,ARKF,SLACK TECHNOLOGIES INC- CL A,WORK,528102.0,15441702.48,1.3
11/20/2020,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,160726.0,15322009.58,1.29
11/20/2020,ARKF,SCHWAB (CHARLES) CORP,SCHW,308923.0,14398901.03,1.21
11/20/2020,ARKF,JD.COM INC-ADR,JD,151828.0,13321388.72,1.12
11/20/2020,ARKF,LENDINGCLUB CORP,LC,1879598.0,12894042.28,1.09
11/20/2020,ARKF,INTERACTIVE BROKERS GRO-CL A,IBKR,239155.0,12670431.9,1.0699999999999998
11/20/2020,ARKF,SOCIAL CAPITAL HEDOSOPHIA-A,IPOB,647876.0,12342037.8,1.04
11/20/2020,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,400106.0,12203233.0,1.03
11/20/2020,ARKF,SHOPIFY INC - CLASS A,SHOP,12256.0,12115178.56,1.02
11/20/2020,ARKF,DISCOVERY LTD,DSY,1472993.0,11912709.27,1.01
11/20/2020,ARKF,SBI HOLDINGS INC,8473,459062.0,11686018.45,0.9900000000000001
11/20/2020,ARKF,HDFC BANK LTD-ADR,HDB,176735.0,11752877.5,0.9900000000000001
11/20/2020,ARKF,NVIDIA CORP,NVDA,22012.0,11523502.12,0.97
11/20/2020,ARKF,TRANSUNION,TRU,121606.0,11478390.34,0.97
11/20/2020,ARKF,YEAHKA LTD,9923,2066800.0,11197688.37,0.9400000000000001
11/20/2020,ARKF,TCS GROUP HOLDING-GDR REG S,,364591.0,10846582.25,0.9199999999999999
11/20/2020,ARKF,MORGAN STANLEY GOVT INSTL 8035,,10652930.26,10652930.26,0.9000000000000001
11/20/2020,ARKF,VERISK ANALYTICS INC,VRSK,49179.0,10050712.23,0.8500000000000001
11/20/2020,ARKF,KE HOLDINGS INC,BEKE,144101.0,8761340.8,0.74
11/20/2020,ARKF,JAPANESE YEN,,901238290.0,8680359.16,0.73
11/20/2020,ARKF,TELADOC HEALTH INC,TDOC,30553.0,6110600.0,0.52
11/20/2020,ARKF,MARKETAXESS HOLDINGS INC,MKTX,10692.0,5839328.88,0.49
11/20/2020,ARKF,ZSCALER INC,ZS,646.0,92384.46,0.01
11/20/2020,ARKF,JAPANESE YEN,,14671332.0,141308.28,0.01
11/20/2020,ARKG,CRISPR THERAPEUTICS AG,CRSP,2841596.0,311723081.2,8.56
11/20/2020,ARKG,INVITAE CORP,NVTA,6206187.0,297896976.0,8.18
11/20/2020,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,17149986.0,258621788.88,7.1
11/20/2020,ARKG,TWIST BIOSCIENCE CORP,TWST,1865082.0,215528875.92,5.92
11/20/2020,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,3523982.0,212637073.88,5.84
11/20/2020,ARKG,TELADOC HEALTH INC,TDOC,775852.0,155170400.0,4.26
11/20/2020,ARKG,CAREDX INC,CDNA,2477214.0,151555952.52,4.16
11/20/2020,ARKG,PERSONALIS INC,PSNL,4427057.0,137238767.0,3.7699999999999996
11/20/2020,ARKG,SERES THERAPEUTICS INC,MCRB,3567728.0,123050938.72,3.38
11/20/2020,ARKG,EXACT SCIENCES CORP,EXAS,1045102.0,120427103.46,3.3099999999999996
11/20/2020,ARKG,IOVANCE BIOTHERAPEUTICS INC,IOVA,3293366.0,120043190.7,3.3000000000000003
11/20/2020,ARKG,CELLECTIS - ADR,CLLS,4915147.0,103955359.05,2.85
