date,fund,company,ticker,cusip,shares,market value($),weight(%)
8/24/2021,ARKK,TESLA INC,TSLA,88160R101,3269643.0,2309348850.9,10.57
8/24/2021,ARKK,TELADOC HEALTH INC,TDOC,87918A105,8590538.0,1241762267.9,5.69
8/24/2021,ARKK,ROKU INC,ROKU,77543R102,3282749.0,1175224142.0,5.38
8/24/2021,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,4152998.0,1063167488.0,4.87
8/24/2021,ARKK,UNITY SOFTWARE INC,U,91332U101,8301350.0,1040076141.5,4.76
8/24/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,2824182.0,963893316.6,4.41
8/24/2021,ARKK,SQUARE INC - A,SQ,852234103,3393198.0,917656467.12,4.2
8/24/2021,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,590999.0,875511828.59,4.01
8/24/2021,ARKK,TWILIO INC - A,TWLO,90138F102,2223588.0,776299042.56,3.55
8/24/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,3395478.0,752098377.0,3.44
8/24/2021,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,4258303.0,673109955.21,3.08
8/24/2021,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,26098931.0,647775467.42,2.97
8/24/2021,ARKK,ZILLOW GROUP INC - C,Z,98954M200,6569327.0,642677260.41,2.94
8/24/2021,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,6548441.0,639062357.19,2.93
8/24/2021,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,4902572.0,612919551.44,2.81
8/24/2021,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,4865082.0,518033931.36,2.37
8/24/2021,ARKK,UIPATH INC - CLASS A,PATH,90364P105,8458408.0,509111577.52,2.33
8/24/2021,ARKK,DRAFTKINGS INC - CL A,DKNG,26142R104,9314925.0,496671801.0,2.27
8/24/2021,ARKK,TWITTER INC,TWTR,90184L102,7552610.0,484348879.3,2.22
8/24/2021,ARKK,DOCUSIGN INC,DOCU,256163106,1343631.0,390848821.59,1.79
8/24/2021,ARKK,FATE THERAPEUTICS INC,FATE,31189P102,5268257.0,380736933.39,1.74
8/24/2021,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,2181860.0,357105026.2,1.64
8/24/2021,ARKK,INVITAE CORP,NVTA,46185L103,12155823.0,333555783.12,1.53
8/24/2021,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,8104063.0,334535720.64,1.53
8/24/2021,ARKK,SEA LTD-ADR,SE,81141R100,926110.0,291937655.3,1.34
8/24/2021,ARKK,TUSIMPLE HOLDINGS INC - A,TSP,90089L108,7312897.0,285495498.88,1.31
8/24/2021,ARKK,EDITAS MEDICINE INC,EDIT,28106W103,4268672.0,279000401.92,1.28
8/24/2021,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,8402328.0,243331418.88,1.11
8/24/2021,ARKK,PAGERDUTY INC,PD,69553P100,5617910.0,224660220.9,1.03
8/24/2021,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,4787678.0,216833936.62,0.99
8/24/2021,ARKK,TERADYNE INC,TER,880770102,1765036.0,205891449.4,0.94
8/24/2021,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,1742204.0,188314830.36,0.86
8/24/2021,ARKK,2U INC,TWOU,90214J101,4878859.0,178078353.5,0.82
8/24/2021,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,7555033.0,168250584.91,0.77
8/24/2021,ARKK,TRIMBLE INC,TRMB,896239100,1640296.0,151054858.64,0.69
8/24/2021,ARKK,BERKELEY LIGHTS INC,BLI,084310101,4294167.0,148148761.5,0.68
8/24/2021,ARKK,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,2416861.0,145857561.35,0.67
8/24/2021,ARKK,SKILLZ INC,SKLZ,83067L109,13392603.0,143970482.25,0.66
