date,fund,company,ticker,cusip,shares,market value($),weight(%)
9/30/2021,ARKK,TESLA INC,TSLA,88160R101,2548748.0,1991362299.88,10.34
9/30/2021,ARKK,TELADOC HEALTH INC,TDOC,87918A105,8628676.0,1086522881.92,5.64
9/30/2021,ARKK,ROKU INC,ROKU,77543R102,3471739.0,1051659177.88,5.46
9/30/2021,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,4339884.0,977689067.52,5.08
9/30/2021,ARKK,UNITY SOFTWARE INC,U,91332U101,7672170.0,965389151.1,5.01
9/30/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,3307099.0,851280353.59,4.42
9/30/2021,ARKK,SQUARE INC - A,SQ,852234103,3261066.0,769742018.64,4.0
9/30/2021,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,540595.0,727938197.25,3.78
9/30/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,3261702.0,718618184.64,3.73
9/30/2021,ARKK,TWILIO INC - A,TWLO,90138F102,2006302.0,627571265.6,3.26
9/30/2021,ARKK,UIPATH INC - CLASS A,PATH,90364P105,11785014.0,612820728.0,3.18
9/30/2021,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,6621781.0,606886228.65,3.15
9/30/2021,ARKK,ZILLOW GROUP INC - C,Z,98954M200,6766768.0,579641346.88,3.01
9/30/2021,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,23655124.0,580023640.48,3.01
9/30/2021,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,4006705.0,551162339.8,2.86
9/30/2021,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,4866314.0,536267802.8,2.78
9/30/2021,ARKK,DRAFTKINGS INC - CL A,DKNG,26142R104,10816556.0,522655985.92,2.71
9/30/2021,ARKK,TWITTER INC,TWTR,90184L102,7895326.0,474272232.82,2.46
9/30/2021,ARKK,INVITAE CORP,NVTA,46185L103,15566006.0,442230230.46,2.3
9/30/2021,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,4704597.0,410429042.28,2.13
9/30/2021,ARKK,FATE THERAPEUTICS INC,FATE,31189P102,6077594.0,363440121.2,1.89
9/30/2021,ARKK,DOCUSIGN INC,DOCU,256163106,1255011.0,322399775.79,1.67
9/30/2021,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,2095892.0,305874478.48,1.59
9/30/2021,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,7296002.0,297822801.64,1.55
9/30/2021,ARKK,PAGERDUTY INC,PD,69553P100,6823464.0,290338393.2,1.51
9/30/2021,ARKK,TUSIMPLE HOLDINGS INC - A,TSP,90089L108,7024753.0,245936602.53,1.28
9/30/2021,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,5563969.0,239973982.97,1.25
9/30/2021,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,8071272.0,200651821.92,1.04
9/30/2021,ARKK,2U INC,TWOU,90214J101,5054992.0,168786182.88,0.88
9/30/2021,ARKK,EDITAS MEDICINE INC,EDIT,28106W103,3967003.0,168597627.5,0.88
9/30/2021,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,1581752.0,165024186.16,0.86
