date,fund,company,ticker,cusip,shares,market value($),weight(%)
7/2/2021,ARKK,TESLA INC,TSLA,88160R101,3535206.0,2396586851.52,9.66
7/2/2021,ARKK,ROKU INC,ROKU,77543R102,3546497.0,1545102347.99,6.23
7/2/2021,ARKK,TELADOC HEALTH INC,TDOC,87918A105,8702970.0,1432856980.8,5.78
7/2/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,2832812.0,1094825181.76,4.41
7/2/2021,ARKK,SQUARE INC - A,SQ,852234103,4502450.0,1088917532.5,4.39
7/2/2021,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,734916.0,1071507528.0,4.32
7/2/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,3359434.0,902444755.42,3.64
7/2/2021,ARKK,TWILIO INC - A,TWLO,90138F102,2335486.0,903833082.0,3.64
7/2/2021,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,3624298.0,875050509.12,3.53
7/2/2021,ARKK,UNITY SOFTWARE INC,U,91332U101,7808556.0,826457567.04,3.33
7/2/2021,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,4989494.0,781554340.16,3.15
7/2/2021,ARKK,ZILLOW GROUP INC - C,Z,98954M200,6444719.0,777233111.4,3.13
7/2/2021,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,4483928.0,769666241.2,3.1
7/2/2021,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,5779180.0,716907279.0,2.89
7/2/2021,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,4644068.0,620447484.8,2.5
7/2/2021,ARKK,DOCUSIGN INC,DOCU,256163106,2142855.0,595906546.95,2.4
7/2/2021,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,22704355.0,561251655.6,2.26
7/2/2021,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,2724037.0,517403587.78,2.09
7/2/2021,ARKK,DRAFTKINGS INC - CL A,DKNG,26142R104,8836585.0,457735103.0,1.85
7/2/2021,ARKK,TWITTER INC,TWTR,90184L102,6640745.0,452301141.95,1.82
7/2/2021,ARKK,INVITAE CORP,NVTA,46185L103,12861048.0,432131212.8,1.74
7/2/2021,ARKK,UIPATH INC - CLASS A,PATH,90364P105,6125956.0,412766915.28,1.66
7/2/2021,ARKK,SEA LTD-ADR,SE,81141R100,1393831.0,379554119.61,1.53
7/2/2021,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,8397425.0,339675841.25,1.37
7/2/2021,ARKK,FATE THERAPEUTICS INC,FATE,31189P102,3402381.0,320810504.49,1.29
7/2/2021,ARKK,SKILLZ INC,SKLZ,83067L109,15565937.0,317389455.43,1.28
7/2/2021,ARKK,TUSIMPLE HOLDINGS INC - A,TSP,90089L108,4640029.0,292693029.32,1.18
7/2/2021,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,2191342.0,288117646.16,1.16
7/2/2021,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,10491300.0,278858754.0,1.12
7/2/2021,ARKK,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,3823816.0,276882516.56,1.12
7/2/2021,ARKK,EDITAS MEDICINE INC,EDIT,28106W103,4622070.0,261239396.4,1.05
7/2/2021,ARKK,TERADYNE INC,TER,880770102,1947956.0,252026547.28,1.02
7/2/2021,ARKK,PAGERDUTY INC,PD,69553P100,5662208.0,240020997.12,0.97
7/2/2021,ARKK,2U INC,TWOU,90214J101,5594097.0,231539674.83,0.93
7/2/2021,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,6414057.0,220386998.52,0.89
7/2/2021,ARKK,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,2866347.0,214288101.72,0.86
7/2/2021,ARKK,PROTO LABS INC,PRLB,743713109,2159287.0,199712454.63,0.81
7/2/2021,ARKK,BERKELEY LIGHTS INC,BLI,084310101,3553075.0,167669609.25,0.68
7/2/2021,ARKK,PURE STORAGE INC - CLASS A,PSTG,74624M102,7395211.0,142801524.41,0.58
7/2/2021,ARKK,TRIMBLE INC,TRMB,896239100,1722912.0,142054094.4,0.57
7/2/2021,ARKK,VERACYTE INC,VCYT,92337F107,3362073.0,134617402.92,0.54
7/2/2021,ARKK,SERES THERAPEUTICS INC,MCRB,81750R102,5582003.0,126153267.8,0.51
7/2/2021,ARKK,KE HOLDINGS INC-ADR,BEKE,482497104,2663644.0,125058085.8,0.5
7/2/2021,ARKK,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,1922023.0,122528966.25,0.49
7/2/2021,ARKK,STRATASYS LTD,SSYS,M85548101,4496507.0,113042185.98,0.46
7/2/2021,ARKK,MATERIALISE NV-ADR,MTLS,57667T100,4005360.0,100254160.8,0.4
7/2/2021,ARKK,NOVARTIS AG-SPONSORED ADR,NVS,66987V109,996006.0,91283949.9,0.37
7/2/2021,ARKK,CERUS CORP,CERS,157085101,13238297.0,79562164.97,0.32
7/2/2021,ARKK,COMPUGEN LTD,CGEN,M25722105,6964755.0,55718040.0,0.22
7/2/2021,ARKK,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,94971.0,11286353.64,0.05
7/2/2021,ARKQ,TESLA INC,TSLA,88160R101,494013.0,334901292.96,10.91
7/2/2021,ARKQ,JD.COM INC-ADR,JD,47215P106,2726342.0,211127924.48,6.88
7/2/2021,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,50077B207,6918206.0,198206601.9,6.46
7/2/2021,ARKQ,TRIMBLE INC,TRMB,896239100,2362471.0,194785733.95,6.35
7/2/2021,ARKQ,ALPHABET INC-CL C,GOOG,02079K107,54233.0,137066857.21,4.47
7/2/2021,ARKQ,BAIDU INC - SPON ADR,BIDU,056752108,679288.0,136849360.48,4.46
7/2/2021,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,3134309.0,126782799.05,4.13
7/2/2021,ARKQ,3D SYSTEMS CORP,DDD,88554D205,2751264.0,105923664.0,3.45
7/2/2021,ARKQ,UNITY SOFTWARE INC,U,91332U101,933974.0,98851808.16,3.22
7/2/2021,ARKQ,UIPATH INC - CLASS A,PATH,90364P105,1361121.0,91712332.98,2.99
7/2/2021,ARKQ,LOCKHEED MARTIN CORP,LMT,539830109,220030.0,83659806.6,2.73
7/2/2021,ARKQ,DEERE & CO,DE,244199105,219960.0,77929628.4,2.54
7/2/2021,ARKQ,TERADYNE INC,TER,880770102,601849.0,77867223.62,2.54
7/2/2021,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,65481N100,2289739.0,73660903.63,2.4
7/2/2021,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,500458401,2809971.0,71317063.98,2.32
7/2/2021,ARKQ,NXP SEMICONDUCTORS NV,NXPI,N6596X109,335727.0,67769852.22,2.21
7/2/2021,ARKQ,NANO DIMENSION LTD - ADR,NNDM,63008G203,7686061.0,61488488.0,2.0
7/2/2021,ARKQ,CATERPILLAR INC,CAT,149123101,244465.0,52978010.15,1.73
