date,fund,company,ticker,shares,market value($),weight(%)
11/10/2020,ARKF,SQUARE INC - A,SQ,605376.0,104124672.0,10.18
11/10/2020,ARKF,PINTEREST INC- CLASS A,PINS,828016.0,46095650.72,4.51
11/10/2020,ARKF,MERCADOLIBRE INC,MELI,35820.0,43916394.6,4.3
11/10/2020,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,430274.0,42166852.0,4.12
11/10/2020,ARKF,ZILLOW GROUP INC - C,Z,417915.0,41954486.85,4.1
11/10/2020,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,551141.0,40674205.8,3.9800000000000004
11/10/2020,ARKF,LENDINGTREE INC,TREE UW,130949.0,40150272.89,3.93
11/10/2020,ARKF,ADYEN NV,ADYEN,19514.0,35667680.54,3.49
11/10/2020,ARKF,PAYPAL HOLDINGS INC,PYPL,193238.0,35432119.68,3.47
11/10/2020,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,129866.0,34614483.64,3.39
11/10/2020,ARKF,SEA LTD-ADR,SE,220334.0,34488881.02,3.37
11/10/2020,ARKF,MEITUAN-CLASS B,3690,879415.0,34025407.06,3.3300000000000005
11/10/2020,ARKF,Z HOLDINGS CORP,4689,4973714.0,28965111.59,2.83
11/10/2020,ARKF,AMAZON.COM INC,AMZN,8795.0,26693000.9,2.6100000000000003
11/10/2020,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,4758245.0,25283210.58,2.47
11/10/2020,ARKF,FACEBOOK INC-CLASS A,FB,89562.0,24399375.66,2.39
11/10/2020,ARKF,TWILIO INC - A,TWLO,90699.0,24149515.74,2.36
11/10/2020,ARKF,APPLE INC,AAPL,207602.0,24075603.94,2.35
11/10/2020,ARKF,SNAP INC - A,SNAP,580652.0,22378328.08,2.19
11/10/2020,ARKF,DOCUSIGN INC,DOCU,103092.0,20444174.52,2.0
11/10/2020,ARKF,SPLUNK INC,SPLK,103672.0,19477895.36,1.91
11/10/2020,ARKF,INTUIT INC,INTU,54000.0,18482040.0,1.81
11/10/2020,ARKF,WORKDAY INC-CLASS A,WDAY,82228.0,17588569.2,1.72
11/10/2020,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,405796.0,15797380.9,1.55
11/10/2020,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,131664.0,14317143.36,1.4
11/10/2020,ARKF,SCHWAB (CHARLES) CORP,SCHW,293781.0,13637314.02,1.3299999999999998
11/10/2020,ARKF,HDFC BANK LTD-ADR,HDB,198334.0,13351844.88,1.31
11/10/2020,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,152852.0,13399006.32,1.31
11/10/2020,ARKF,SBI HOLDINGS INC,8473,517974.0,13282015.29,1.3
11/10/2020,ARKF,SLACK TECHNOLOGIES INC- CL A,WORK,502230.0,12103743.0,1.18
11/10/2020,ARKF,INTERACTIVE BROKERS GRO-CL A,IBKR,227440.0,11590342.4,1.13
11/10/2020,ARKF,DISCOVERY LTD,DSY,1400836.0,11444136.81,1.12
11/10/2020,ARKF,PINDUODUO INC-ADR,PDD,111538.0,11498452.42,1.12
11/10/2020,ARKF,SOCIAL CAPITAL HEDOSOPHIA-A,IPOB,616136.0,11139738.88,1.09
11/10/2020,ARKF,NVIDIA CORP,NVDA,20931.0,10691554.8,1.05
11/10/2020,ARKF,TRANSUNION,TRU,115641.0,10619313.03,1.04
11/10/2020,ARKF,LENDINGCLUB CORP,LC,1879598.0,10262605.08,1.0
11/10/2020,ARKF,YEAHKA LTD,9923,1966800.0,10146316.3,0.9900000000000001
11/10/2020,ARKF,TCS GROUP HOLDING-GDR REG S,,346723.0,9812260.9,0.96
11/10/2020,ARKF,JD.COM INC-ADR,JD,119702.0,9585736.16,0.9400000000000001
11/10/2020,ARKF,VERISK ANALYTICS INC,VRSK,46770.0,9124827.0,0.89
11/10/2020,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,305715.0,7942475.7,0.7799999999999999
11/10/2020,ARKF,SHOPIFY INC - CLASS A,SHOP,8830.0,7821260.8,0.77
11/10/2020,ARKF,MARKETAXESS HOLDINGS INC,MKTX,10167.0,5338081.68,0.52
11/10/2020,ARKF,MORGAN STANLEY GOVT INSTL 8035,,2536747.96,2536747.96,0.25
11/10/2020,ARKF,JAPANESE YEN,,43804371.0,416015.68,0.04
11/10/2020,ARKF,JAPANESE YEN,,25031069.0,237723.24,0.02
11/10/2020,ARKF,ZSCALER INC,ZS,611.0,78061.36,0.01
11/10/2020,ARKG,INVITAE CORP,NVTA,6276325.0,270195791.25,8.62
11/10/2020,ARKG,CRISPR THERAPEUTICS AG,CRSP,2713975.0,267869332.5,8.55
11/10/2020,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,16195167.0,237421148.22,7.580000000000001
11/10/2020,ARKG,TWIST BIOSCIENCE CORP,TWST,1776110.0,170915065.3,5.46
11/10/2020,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,3327775.0,131047779.5,4.18
11/10/2020,ARKG,CAREDX INC,CDNA,2339288.0,119093152.08,3.8
11/10/2020,ARKG,SERES THERAPEUTICS INC,MCRB,3567728.0,118591278.72,3.7900000000000005
11/10/2020,ARKG,IOVANCE BIOTHERAPEUTICS INC,IOVA,3110005.0,118584490.65,3.7900000000000005
11/10/2020,ARKG,TELADOC HEALTH INC,TDOC,650654.0,112198775.76,3.58
11/10/2020,ARKG,PERSONALIS INC,PSNL,4180582.0,109991112.42,3.51
11/10/2020,ARKG,EXACT SCIENCES CORP,EXAS,913517.0,108507549.26,3.46
11/10/2020,ARKG,FATE THERAPEUTICS INC,FATE,1811735.0,95315378.35,3.04
11/10/2020,ARKG,VERACYTE INC,VCYT,1891675.0,82287862.5,2.63
11/10/2020,ARKG,PURE STORAGE INC - CLASS A,PSTG,4714665.0,81752291.1,2.6100000000000003
11/10/2020,ARKG,CELLECTIS - ADR,CLLS,4641483.0,78812381.34,2.52
11/10/2020,ARKG,COMPUGEN LTD,CGEN,6034787.0,78150491.65,2.4899999999999998
11/10/2020,ARKG,INCYTE CORP,INCY,894006.0,74265078.42,2.37
11/10/2020,ARKG,INTELLIA THERAPEUTICS INC,NTLA,2409636.0,71108358.36,2.27
11/10/2020,ARKG,EDITAS MEDICINE INC,EDIT,2026424.0,60549549.12,1.9300000000000002
11/10/2020,ARKG,ILLUMINA INC,ILMN,199606.0,60193185.36,1.92
11/10/2020,ARKG,IONIS PHARMACEUTICALS INC,IONS,1002571.0,50309012.78,1.6099999999999999
11/10/2020,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,222113.0,47832034.55,1.53
11/10/2020,ARKG,CERUS CORP,CERS,8188288.0,46427592.96,1.48
11/10/2020,ARKG,ACCOLADE INC,ACCD,1290527.0,46317014.03,1.48
11/10/2020,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,842307.0,39647390.49,1.27
