date,fund,company,ticker,cusip,shares,market value($),weight(%)
10/26/2021,ARKK,TESLA INC,TSLA,88160R101,2360719.0,2419406474.34,11.15
10/26/2021,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,4301487.0,1400306077.98,6.45
10/26/2021,ARKK,TELADOC HEALTH INC,TDOC,87918A105,9441254.0,1340469242.92,6.18
10/26/2021,ARKK,ROKU INC,ROKU,77543R102,3553600.0,1148487984.0,5.29
10/26/2021,ARKK,UNITY SOFTWARE INC,U,91332U101,7499245.0,1094814777.55,5.04
10/26/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,3428878.0,959365775.62,4.42
10/26/2021,ARKK,SQUARE INC - A,SQ,852234103,3225200.0,845002400.0,3.89
10/26/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,3182941.0,820848654.49,3.78
10/26/2021,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,534510.0,761762271.6,3.51
10/26/2021,ARKK,TWILIO INC - A,TWLO,90138F102,2036545.0,729429322.65,3.36
10/26/2021,ARKK,UIPATH INC - CLASS A,PATH,90364P105,12536480.0,681608417.6,3.14
10/26/2021,ARKK,ZILLOW GROUP INC - C,Z,98954M200,6868888.0,655497981.84,3.02
10/26/2021,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,6721739.0,629625292.13,2.90
10/26/2021,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,24012215.0,610150383.15,2.81
10/26/2021,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,4539083.0,606194534.65,2.79
10/26/2021,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,5975209.0,577802710.3,2.66
10/26/2021,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,5546535.0,532966548.15,2.46
10/26/2021,ARKK,TWITTER INC,TWTR,90184L102,8477339.0,526527525.29,2.43
10/26/2021,ARKK,DRAFTKINGS INC - CL A,DKNG,26142R104,10979855.0,514076811.1,2.37
10/26/2021,ARKK,INVITAE CORP,NVTA,46185L103,15800988.0,449380098.72,2.07
10/26/2021,ARKK,FATE THERAPEUTICS INC,FATE,31189P102,6169337.0,358808639.92,1.65
10/26/2021,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,2127533.0,359021193.75,1.65
10/26/2021,ARKK,DOCUSIGN INC,DOCU,256163106,1195417.0,332158567.62,1.53
10/26/2021,ARKK,PAGERDUTY INC,PD,69553P100,6926437.0,299983986.47,1.38
10/26/2021,ARKK,GINKGO BIOWORKS HOLDINGS INC,DNA,37611X100,20038202.0,286145524.56,1.32
10/26/2021,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,6833235.0,278659323.3,1.28
10/26/2021,ARKK,TUSIMPLE HOLDINGS INC - A,TSP,90089L108,7130812.0,256994464.48,1.18
10/26/2021,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,9755118.0,252267351.48,1.16
10/26/2021,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,5647980.0,220327699.8,1.02
10/26/2021,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,1554334.0,183038371.84,0.84
10/26/2021,ARKK,SIGNIFY HEALTH INC -CLASS A,SGFY,82671G100,10257097.0,176011784.52,0.81
10/26/2021,ARKK,VERACYTE INC,VCYT,92337F107,3791550.0,174070060.5,0.80
10/26/2021,ARKK,2U INC,TWOU,90214J101,5250810.0,164192828.7,0.76
10/26/2021,ARKK,EDITAS MEDICINE INC,EDIT,28106W103,4026893.0,153867581.53,0.71
10/26/2021,ARKK,SKILLZ INC,SKLZ,83067L109,12937936.0,143481710.24,0.66
10/26/2021,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,5400495.0,141438964.05,0.65
10/26/2021,ARKK,STRATASYS LTD,SSYS,M85548101,3684432.0,125270688.0,0.58
10/26/2021,ARKK,BERKELEY LIGHTS INC,BLI,084310101,4701347.0,118520957.87,0.55
10/26/2021,ARKK,TRIMBLE INC,TRMB,896239100,1369516.0,119079416.2,0.55
10/26/2021,ARKK,MATERIALISE NV-ADR,MTLS,57667T100,3116261.0,72484230.86,0.33
10/26/2021,ARKK,CERUS CORP,CERS,157085101,10299905.0,64374406.25,0.30
10/26/2021,ARKK,COMPUGEN LTD,CGEN,M25722105,5418806.0,33596597.2,0.15
10/26/2021,ARKK,PROTO LABS INC,PRLB,743713109,293308.0,22631645.28,0.10
10/26/2021,ARKK,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,53607.0,2493797.64,0.01
10/26/2021,ARKQ,TESLA INC,TSLA,88160R101,333238.0,341522296.68,12.88
10/26/2021,ARKQ,TRIMBLE INC,TRMB,896239100,2102337.0,182798202.15,6.90
10/26/2021,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,50077B207,7887092.0,176355377.12,6.65
10/26/2021,ARKQ,UIPATH INC - CLASS A,PATH,90364P105,3233275.0,175793161.75,6.63
10/26/2021,ARKQ,UNITY SOFTWARE INC,U,91332U101,1156352.0,168815828.48,6.37
10/26/2021,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,2876993.0,117323774.54,4.43
10/26/2021,ARKQ,JD.COM INC-ADR,JD,47215P106,1237955.0,104297708.75,3.93
10/26/2021,ARKQ,LOCKHEED MARTIN CORP,LMT,539830109,262694.0,98859633.02,3.73
10/26/2021,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,500458401,3814483.0,96124971.6,3.63
10/26/2021,ARKQ,3D SYSTEMS CORP,DDD,88554D205,3121114.0,89607182.94,3.38
10/26/2021,ARKQ,DEERE & CO,DE,244199105,228652.0,80650133.44,3.04
10/26/2021,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,65481N100,2634593.0,66075592.44,2.49
10/26/2021,ARKQ,TUSIMPLE HOLDINGS INC - A,TSP,90089L108,1803651.0,65003582.04,2.45
10/26/2021,ARKQ,AEROVIRONMENT INC,AVAV,008073108,698106.0,64134998.22,2.42
10/26/2021,ARKQ,ALPHABET INC-CL C,GOOG,02079K107,21165.0,58742610.9,2.22
10/26/2021,ARKQ,MAGNA INTERNATIONAL INC,MGA,559222401,692739.0,55793199.06,2.10
10/26/2021,ARKQ,MARKFORGED HOLDING CORP,MKFG,57064N102,8969023.0,55518252.37,2.09
10/26/2021,ARKQ,TERADYNE INC,TER,880770102,471722.0,55323556.16,2.09
10/26/2021,ARKQ,NANO DIMENSION LTD - ADR,NNDM,63008G203,8936855.0,51655021.9,1.95
10/26/2021,ARKQ,BLADE AIR MOBILITY INC,BLDE,092667104,5188886.0,49709527.88,1.88
10/26/2021,ARKQ,CATERPILLAR INC,CAT,149123101,213773.0,43227038.33,1.63
10/26/2021,ARKQ,BAIDU INC - SPON ADR,BIDU,056752108,230500.0,40445835.0,1.53
10/26/2021,ARKQ,VELO3D INC,VLD,92259N104,3895846.0,35958658.58,1.36
10/26/2021,ARKQ,STRATASYS LTD,SSYS,M85548101,1020842.0,34708628.0,1.31
10/26/2021,ARKQ,ELBIT SYSTEMS LTD,ESLT,M3760D101,231047.0,34322031.85,1.29
10/26/2021,ARKQ,ARCHER AVIATION INC-A,ACHR,03945R102,5443913.0,33970017.12,1.28
10/26/2021,ARKQ,MATERIALISE NV-ADR,MTLS,57667T100,1375379.0,31991315.54,1.21
10/26/2021,ARKQ,TELEDYNE TECHNOLOGIES INC,TDY,879360105,71354.0,31757524.78,1.20
10/26/2021,ARKQ,PROTO LABS INC,PRLB,743713109,378273.0,29187544.68,1.10
10/26/2021,ARKQ,SYNOPSYS INC,SNPS,871607107,87134.0,28231416.0,1.06
10/26/2021,ARKQ,ANSYS INC,ANSS,03662Q105,72036.0,26956591.56,1.02
10/26/2021,ARKQ,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,1044986.0,26553094.26,1.00
10/26/2021,ARKQ,2U INC,TWOU,90214J101,843991.0,26391598.57,1.00
10/26/2021,ARKQ,INTUITIVE SURGICAL INC,ISRG,46120E602,73530.0,25264172.7,0.95
10/26/2021,ARKQ,VUZIX CORP,VUZI,92921W300,2342303.0,24851834.83,0.94
10/26/2021,ARKQ,BYD CO LTD-UNSPONSORED ADR,BYDDY,05606L100,212983.0,17076976.94,0.64
10/26/2021,ARKQ,ORGANOVO HOLDINGS INC,ONVO ,68620A203,132480.0,814752.0,0.03
10/26/2021,ARKW,TESLA INC,TSLA,88160R101,561530.0,575489635.8,10.33
10/26/2021,ARKW,GRAYSCALE BITCOIN TRUST BTC,GBTC,389637109,7916982.0,402895213.98,7.23
