date,fund,company,ticker,cusip,shares,market value($),weight(%)
10/06/2021,ARKK,TESLA INC,TSLA,88160R101,2529658.0,1974625738.22,10.04
10/06/2021,ARKK,TELADOC HEALTH INC,TDOC,87918A105,9114039.0,1133057328.48,5.76
10/06/2021,ARKK,ROKU INC,ROKU,77543R102,3557782.0,1083380196.82,5.51
10/06/2021,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,4447416.0,1067780107.44,5.43
10/06/2021,ARKK,UNITY SOFTWARE INC,U,91332U101,7862265.0,1006763033.25,5.12
10/06/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,3461586.0,890042992.32,4.53
10/06/2021,ARKK,SQUARE INC - A,SQ,852234103,3341889.0,788618966.22,4.01
10/06/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,3342525.0,754808995.5,3.84
10/06/2021,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,553993.0,730207093.44,3.71
10/06/2021,ARKK,TWILIO INC - A,TWLO,90138F102,2055979.0,658386155.17,3.35
10/06/2021,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,6785863.0,628642348.32,3.20
10/06/2021,ARKK,UIPATH INC - CLASS A,PATH,90364P105,12077073.0,619795386.36,3.15
10/06/2021,ARKK,ZILLOW GROUP INC - C,Z,98954M200,6934417.0,599827070.5,3.05
10/06/2021,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,24241330.0,562641269.3,2.86
10/06/2021,ARKK,DRAFTKINGS INC - CL A,DKNG,26142R104,11084603.0,546360081.87,2.78
10/06/2021,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,4105972.0,532790926.72,2.71
10/06/2021,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,4986896.0,511106971.04,2.60
10/06/2021,ARKK,TWITTER INC,TWTR,90184L102,8090989.0,484326601.54,2.46
10/06/2021,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,5278498.0,451892213.78,2.30
10/06/2021,ARKK,INVITAE CORP,NVTA,46185L103,15951764.0,421764640.16,2.14
10/06/2021,ARKK,FATE THERAPEUTICS INC,FATE,31189P102,6228191.0,356875344.3,1.81
10/06/2021,ARKK,DOCUSIGN INC,DOCU,256163106,1286087.0,329495489.4,1.68
10/06/2021,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,2147831.0,305614872.99,1.55
10/06/2021,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,7476788.0,290473213.8,1.48
10/06/2021,ARKK,PAGERDUTY INC,PD,69553P100,6992592.0,280472865.12,1.43
10/06/2021,ARKK,TUSIMPLE HOLDINGS INC - A,TSP,90089L108,7198840.0,250735597.2,1.28
10/06/2021,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,9712092.0,243870630.12,1.24
10/06/2021,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,5701864.0,239535306.64,1.22
10/06/2021,ARKK,2U INC,TWOU,90214J101,5147439.0,174086386.98,0.89
10/06/2021,ARKK,VERACYTE INC,VCYT,92337F107,3827726.0,169759648.1,0.86
10/06/2021,ARKK,SIGNIFY HEALTH INC -CLASS A,SGFY,82671G100,9324598.0,163180465.0,0.83
10/06/2021,ARKK,GINKGO BIOWORKS HOLDINGS INC,DNA,37611X100,13508972.0,161837484.56,0.82
10/06/2021,ARKK,EDITAS MEDICINE INC,EDIT,28106W103,4065313.0,155416915.99,0.79
10/06/2021,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,1569158.0,155895847.3,0.79
10/06/2021,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,5452020.0,142461282.6,0.72
10/06/2021,ARKK,TRIMBLE INC,TRMB,896239100,1382572.0,113799501.32,0.58
10/06/2021,ARKK,PROTO LABS INC,PRLB,743713109,1444153.0,93523348.28,0.48
10/06/2021,ARKK,SKILLZ INC,SKLZ,83067L109,10943227.0,95096642.63,0.48
