date,fund,company,ticker,cusip,shares,market value($),weight(%)
9/23/2021,ARKK,TESLA INC,TSLA,88160R101,2915001.0,2191905851.94,10.2
9/23/2021,ARKK,TELADOC HEALTH INC,TDOC,87918A105,8669497.0,1202199148.99,5.59
9/23/2021,ARKK,ROKU INC,ROKU,77543R102,3493008.0,1134424208.16,5.28
9/23/2021,ARKK,UNITY SOFTWARE INC,U,91332U101,8108838.0,1082610961.38,5.04
9/23/2021,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,4299261.0,1039776272.85,4.84
9/23/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,3304930.0,918605293.5,4.28
9/23/2021,ARKK,SQUARE INC - A,SQ,852234103,3203919.0,836447133.33,3.89
9/23/2021,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,559229.0,819773791.1,3.82
9/23/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,3374111.0,794097023.85,3.7
9/23/2021,ARKK,TWILIO INC - A,TWLO,90138F102,2075393.0,724312157.0,3.37
9/23/2021,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,25934685.0,711388409.55,3.31
9/23/2021,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,6507225.0,665363756.25,3.1
9/23/2021,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,4164758.0,620757179.9,2.89
9/23/2021,ARKK,ZILLOW GROUP INC - C,Z,98954M200,6527966.0,616827507.34,2.87
9/23/2021,ARKK,UIPATH INC - CLASS A,PATH,90364P105,11594223.0,614493819.0,2.86
9/23/2021,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,4940947.0,582092966.07,2.71
9/23/2021,ARKK,DRAFTKINGS INC - CL A,DKNG,26142R104,10592235.0,557469328.05,2.59
9/23/2021,ARKK,TWITTER INC,TWTR,90184L102,7505040.0,482198820.0,2.24
9/23/2021,ARKK,INVITAE CORP,NVTA,46185L103,14814952.0,470078426.96,2.19
9/23/2021,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,4866737.0,464627381.39,2.16
9/23/2021,ARKK,FATE THERAPEUTICS INC,FATE,31189P102,6287045.0,433114530.05,2.02
9/23/2021,ARKK,DOCUSIGN INC,DOCU,256163106,1298214.0,355762564.56,1.66
9/23/2021,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,2168129.0,344190478.75,1.6
9/23/2021,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,7597938.0,331118138.04,1.54
9/23/2021,ARKK,PAGERDUTY INC,PD,69553P100,6611118.0,307416987.0,1.43
9/23/2021,ARKK,TUSIMPLE HOLDINGS INC - A,TSP,90089L108,7266874.0,270545719.02,1.26
9/23/2021,ARKK,EDITAS MEDICINE INC,EDIT,28106W103,4103733.0,242571657.63,1.13
9/23/2021,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,5100305.0,239102298.4,1.11
9/23/2021,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,8349451.0,227773023.28,1.06
9/23/2021,ARKK,SEA LTD-ADR,SE,81141R100,665507.0,224482166.17,1.04
9/23/2021,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,1656492.0,200303012.64,0.93
9/23/2021,ARKK,VERACYTE INC,VCYT,92337F107,3752093.0,189893426.73,0.88
9/23/2021,ARKK,2U INC,TWOU,90214J101,4822173.0,166847185.8,0.78
9/23/2021,ARKK,SKILLZ INC,SKLZ,83067L109,13308259.0,149584831.16,0.7
9/23/2021,ARKK,SIGNIFY HEALTH INC -CLASS A,SGFY,82671G100,6638990.0,142339945.6,0.66
9/23/2021,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,5503504.0,137367459.84,0.64
9/23/2021,ARKK,GINKGO BIOWORKS HOLDINGS INC,DNA,37611X100,10737110.0,127449495.7,0.59
9/23/2021,ARKK,TRIMBLE INC,TRMB,896239100,1395628.0,126360159.12,0.59
9/23/2021,ARKK,PROTO LABS INC,PRLB,743713109,1609403.0,114267613.0,0.53
9/23/2021,ARKK,BERKELEY LIGHTS INC,BLI,084310101,4791039.0,110912552.85,0.52
9/23/2021,ARKK,TERADYNE INC,TER,880770102,788028.0,93231592.68,0.43
9/23/2021,ARKK,STRATASYS LTD,SSYS,M85548101,3728489.0,84562130.52,0.39
9/23/2021,ARKK,MATERIALISE NV-ADR,MTLS,57667T100,3321199.0,72701046.11,0.34
9/23/2021,ARKK,CERUS CORP,CERS,157085101,10977094.0,70363172.54,0.33
9/23/2021,ARKK,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,980438.0,53129935.22,0.25
9/23/2021,ARKK,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,737538.0,44709553.56,0.21
9/23/2021,ARKK,COMPUGEN LTD,CGEN,M25722105,5775116.0,36729737.76,0.17
9/23/2021,ARKQ,TESLA INC,TSLA,88160R101,440008.0,330859615.52,12.59
9/23/2021,ARKQ,TRIMBLE INC,TRMB,896239100,1990825.0,180249295.5,6.86
9/23/2021,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,50077B207,7846183.0,176696041.16,6.72
9/23/2021,ARKQ,UNITY SOFTWARE INC,U,91332U101,1236239.0,165050268.89,6.28
9/23/2021,ARKQ,UIPATH INC - CLASS A,PATH,90364P105,2550227.0,135162031.0,5.14
9/23/2021,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,2977951.0,129779104.58,4.94
9/23/2021,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,500458401,3948335.0,97484391.15,3.71
9/23/2021,ARKQ,JD.COM INC-ADR,JD,47215P106,1281387.0,97282901.04,3.7
9/23/2021,ARKQ,LOCKHEED MARTIN CORP,LMT,539830109,271912.0,92920487.76,3.54
9/23/2021,ARKQ,3D SYSTEMS CORP,DDD,88554D205,2961233.0,85875757.0,3.27
9/23/2021,ARKQ,DEERE & CO,DE,244199105,236669.0,80666261.96,3.07
9/23/2021,ARKQ,ALPHABET INC-CL C,GOOG,02079K107,26654.0,75131495.58,2.86
9/23/2021,ARKQ,TUSIMPLE HOLDINGS INC - A,TSP,90089L108,1866949.0,69506511.27,2.65
9/23/2021,ARKQ,MARKFORGED HOLDING CORP,MKFG,57064N102,8248960.0,62857075.2,2.39
9/23/2021,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,65481N100,2473030.0,62592389.3,2.38
9/23/2021,ARKQ,TERADYNE INC,TER,880770102,488270.0,57767223.7,2.2
9/23/2021,ARKQ,NANO DIMENSION LTD - ADR,NNDM,63008G203,9031988.0,55275766.56,2.1
9/23/2021,ARKQ,MAGNA INTERNATIONAL INC,MGA,559222401,717049.0,54409678.12,2.07
9/23/2021,ARKQ,AEROVIRONMENT INC,AVAV,008073108,617902.0,51829619.76,1.97
9/23/2021,ARKQ,BLADE AIR MOBILITY INC,BLDE,092667104,4409484.0,48460229.16,1.84
9/23/2021,ARKQ,CATERPILLAR INC,CAT,149123101,221275.0,42340971.25,1.61
9/23/2021,ARKQ,ARCHER AVIATION INC,ACHR,03945R102,4367384.0,38651348.4,1.47
9/23/2021,ARKQ,BAIDU INC - SPON ADR,BIDU,056752108,238585.0,38144969.8,1.45
9/23/2021,ARKQ,SYNOPSYS INC,SNPS,871607107,115525.0,37028073.0,1.41
9/23/2021,ARKQ,ELBIT SYSTEMS LTD,ESLT,M3760D101,239149.0,34942060.39,1.33
9/23/2021,ARKQ,JAWS SPITFIRE ACQUISITION-A,SPFR,G50740102,3225805.0,32225791.95,1.23
9/23/2021,ARKQ,TELEDYNE TECHNOLOGIES INC,TDY,879360105,73862.0,31557539.5,1.2
