date,fund,company,ticker,cusip,shares,market value($),weight(%)
10/08/2021,ARKK,TESLA INC,TSLA,88160R101,2469443.0,1959774659.23,9.65
10/08/2021,ARKK,TELADOC HEALTH INC,TDOC,87918A105,9124177.0,1193442351.6,5.88
10/08/2021,ARKK,ROKU INC,ROKU,77543R102,3561738.0,1155677128.86,5.69
10/08/2021,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,4452360.0,1120169252.4,5.52
10/08/2021,ARKK,UNITY SOFTWARE INC,U,91332U101,7871005.0,1071007650.35,5.28
10/08/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,3465434.0,888086771.18,4.38
10/08/2021,ARKK,SQUARE INC - A,SQ,852234103,3345605.0,833590941.8,4.11
10/08/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,3346241.0,786032010.9,3.87
10/08/2021,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,554609.0,775620686.5,3.82
10/08/2021,ARKK,TWILIO INC - A,TWLO,90138F102,2058263.0,667227116.71,3.29
10/08/2021,ARKK,UIPATH INC - CLASS A,PATH,90364P105,12670173.0,662903451.36,3.27
10/08/2021,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,6793407.0,648770368.5,3.20
10/08/2021,ARKK,ZILLOW GROUP INC - C,Z,98954M200,6942125.0,650199427.5,3.20
10/08/2021,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,24268294.0,575886616.62,2.84
10/08/2021,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,4110536.0,554018042.08,2.73
10/08/2021,ARKK,DRAFTKINGS INC - CL A,DKNG,26142R104,11096933.0,547855582.21,2.70
10/08/2021,ARKK,TWITTER INC,TWTR,90184L102,8099991.0,518156424.27,2.55
10/08/2021,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,4992440.0,514171395.6,2.53
10/08/2021,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,5387568.0,457727777.28,2.25
10/08/2021,ARKK,INVITAE CORP,NVTA,46185L103,15969506.0,424309774.42,2.09
10/08/2021,ARKK,FATE THERAPEUTICS INC,FATE,31189P102,6235115.0,351224027.95,1.73
10/08/2021,ARKK,DOCUSIGN INC,DOCU,256163106,1287515.0,344835142.45,1.70
10/08/2021,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,2150219.0,331198232.57,1.63
10/08/2021,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,7485100.0,287502691.0,1.42
10/08/2021,ARKK,PAGERDUTY INC,PD,69553P100,7000374.0,285965277.9,1.41
10/08/2021,ARKK,TUSIMPLE HOLDINGS INC - A,TSP,90089L108,7206850.0,271914450.5,1.34
10/08/2021,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,9780313.0,249984800.28,1.23
10/08/2021,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,5708210.0,238831506.4,1.18
10/08/2021,ARKK,GINKGO BIOWORKS HOLDINGS INC,DNA,37611X100,20251964.0,227227036.08,1.12
10/08/2021,ARKK,SIGNIFY HEALTH INC -CLASS A,SGFY,82671G100,10074188.0,181436125.88,0.89
10/08/2021,ARKK,2U INC,TWOU,90214J101,5256957.0,178894246.71,0.88
10/08/2021,ARKK,VERACYTE INC,VCYT,92337F107,3831982.0,168185689.98,0.83
10/08/2021,ARKK,EDITAS MEDICINE INC,EDIT,28106W103,4069833.0,158845581.99,0.78
10/08/2021,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,1570902.0,157734269.82,0.78
10/08/2021,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,5458090.0,145621841.2,0.72
10/08/2021,ARKK,TRIMBLE INC,TRMB,896239100,1384108.0,114742553.2,0.57
10/08/2021,ARKK,SKILLZ INC,SKLZ,83067L109,10955401.0,96955298.85,0.48
10/08/2021,ARKK,PROTO LABS INC,PRLB,743713109,1355833.0,93376218.71,0.46
10/08/2021,ARKK,STRATASYS LTD,SSYS,M85548101,3695919.0,93026281.23,0.46
10/08/2021,ARKK,BERKELEY LIGHTS INC,BLI,084310101,4751469.0,89327617.2,0.44
10/08/2021,ARKK,CERUS CORP,CERS,157085101,10409766.0,63707767.92,0.31
10/08/2021,ARKK,MATERIALISE NV-ADR,MTLS,57667T100,3149570.0,62361486.0,0.31
