date,fund,company,ticker,shares,market value($),weight(%)
11/13/2020,ARKF,SQUARE INC - A,SQ,610352.0,108148270.88,10.08
11/13/2020,ARKF,PINTEREST INC- CLASS A,PINS,834820.0,52025982.4,4.8500000000000005
11/13/2020,ARKF,MERCADOLIBRE INC,MELI,36116.0,47010752.56,4.38
11/13/2020,ARKF,ZILLOW GROUP INC - C,Z,421351.0,44675846.53,4.16
11/13/2020,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,433810.0,43099023.5,4.02
11/13/2020,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,555669.0,42486451.74,3.9600000000000004
11/13/2020,ARKF,LENDINGTREE INC,TREE UW,132025.0,42403789.5,3.95
11/13/2020,ARKF,SEA LTD-ADR,SE,222146.0,40306170.24,3.7600000000000002
11/13/2020,ARKF,ADYEN NV,ADYEN,19674.0,37921912.61,3.53
11/13/2020,ARKF,PAYPAL HOLDINGS INC,PYPL,194826.0,36748080.12,3.42
11/13/2020,ARKF,MEITUAN-CLASS B,3690,886615.0,34969447.26,3.26
11/13/2020,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,130934.0,34152824.56,3.18
11/13/2020,ARKF,Z HOLDINGS CORP,4689,5014514.0,29297853.31,2.73
11/13/2020,ARKF,AMAZON.COM INC,AMZN,8867.0,27743158.27,2.59
11/13/2020,ARKF,TWILIO INC - A,TWLO,91443.0,25094702.49,2.34
11/13/2020,ARKF,APPLE INC,AAPL,209310.0,24962310.6,2.33
11/13/2020,ARKF,FACEBOOK INC-CLASS A,FB,90298.0,25008031.1,2.33
11/13/2020,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,4797445.0,24317491.18,2.27
11/13/2020,ARKF,SNAP INC - A,SNAP,585424.0,23668692.32,2.21
11/13/2020,ARKF,DOCUSIGN INC,DOCU,103940.0,21380458.0,1.9900000000000002
11/13/2020,ARKF,SPLUNK INC,SPLK,104524.0,20199263.0,1.8800000000000001
11/13/2020,ARKF,INTUIT INC,INTU,54444.0,19433785.8,1.81
11/13/2020,ARKF,WORKDAY INC-CLASS A,WDAY,82904.0,18404688.0,1.72
11/13/2020,ARKF,PINDUODUO INC-ADR,PDD,112454.0,17013165.66,1.59
11/13/2020,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,408996.0,16148837.65,1.51
11/13/2020,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,132748.0,14592987.64,1.3599999999999999
11/13/2020,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,154108.0,14365947.76,1.34
11/13/2020,ARKF,HDFC BANK LTD-ADR,HDB,199964.0,13581554.88,1.27
11/13/2020,ARKF,SCHWAB (CHARLES) CORP,SCHW,296197.0,13625062.0,1.27
11/13/2020,ARKF,SBI HOLDINGS INC,8473,522374.0,13288351.93,1.24
11/13/2020,ARKF,SLACK TECHNOLOGIES INC- CL A,WORK,506358.0,13038718.5,1.22
11/13/2020,ARKF,INTERACTIVE BROKERS GRO-CL A,IBKR,229308.0,12286322.64,1.15
11/13/2020,ARKF,SOCIAL CAPITAL HEDOSOPHIA-A,IPOB,621200.0,11815224.0,1.1
11/13/2020,ARKF,DISCOVERY LTD,DSY,1412350.0,11448115.33,1.0699999999999998
11/13/2020,ARKF,NVIDIA CORP,NVDA,21103.0,11224263.64,1.05
11/13/2020,ARKF,JD.COM INC-ADR,JD,120686.0,11112766.88,1.04
11/13/2020,ARKF,TRANSUNION,TRU,116593.0,10839651.21,1.01
11/13/2020,ARKF,TCS GROUP HOLDING-GDR REG S,,349573.0,10452232.7,0.97
11/13/2020,ARKF,LENDINGCLUB CORP,LC,1879598.0,10375380.96,0.97
11/13/2020,ARKF,VERISK ANALYTICS INC,VRSK,47154.0,9605269.8,0.9000000000000001
11/13/2020,ARKF,YEAHKA LTD,9923,1982800.0,9539024.28,0.89
11/13/2020,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,308227.0,8728988.64,0.8100000000000002
11/13/2020,ARKF,SHOPIFY INC - CLASS A,SHOP,8902.0,8174706.6,0.76
11/13/2020,ARKF,MARKETAXESS HOLDINGS INC,MKTX,10251.0,5360555.43,0.5
11/13/2020,ARKF,MORGAN STANLEY GOVT INSTL 8035,,2324371.03,2324371.03,0.22
11/13/2020,ARKF,ZSCALER INC,ZS,615.0,81130.8,0.01
11/13/2020,ARKF,JAPANESE YEN,,12478796.0,119248.85,0.01
11/13/2020,ARKG,INVITAE CORP,NVTA,6276325.0,295112801.5,8.76
11/13/2020,ARKG,CRISPR THERAPEUTICS AG,CRSP,2744160.0,285282873.6,8.47
