date,fund,company,ticker,cusip,shares,market value($),weight(%)
7/21/2021,ARKK,TESLA INC,TSLA,88160R101,3595826.0,2375043073.0,10.45
7/21/2021,ARKK,ROKU INC,ROKU,77543R102,3240563.0,1351962883.6,5.95
7/21/2021,ARKK,TELADOC HEALTH INC,TDOC,87918A105,8580517.0,1328521447.11,5.85
7/21/2021,ARKK,SQUARE INC - A,SQ,852234103,4622420.0,1139287857.4,5.01
7/21/2021,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,724602.0,1104858637.56,4.86
7/21/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,2792960.0,993763097.6,4.37
7/21/2021,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,4224988.0,950453300.48,4.18
7/21/2021,ARKK,TWILIO INC - A,TWLO,90138F102,2302591.0,898517060.02,3.95
7/21/2021,ARKK,UNITY SOFTWARE INC,U,91332U101,8157024.0,817007523.84,3.6
7/21/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,3312157.0,816446700.5,3.59
7/21/2021,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,5998224.0,703771621.92,3.1
7/21/2021,ARKK,ZILLOW GROUP INC - C,Z,98954M200,6354053.0,686174183.47,3.02
7/21/2021,ARKK,DOCUSIGN INC,DOCU,256163106,2112697.0,636492225.19,2.8
7/21/2021,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,4282639.0,625779210.68,2.75
7/21/2021,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,4919294.0,610681157.16,2.69
7/21/2021,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,22384970.0,496498634.6,2.19
7/21/2021,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,2685697.0,488743140.06,2.15
7/21/2021,ARKK,UIPATH INC - CLASS A,PATH,90364P105,7465602.0,464957692.56,2.05
7/21/2021,ARKK,TWITTER INC,TWTR,90184L102,6547298.0,444823426.12,1.96
7/21/2021,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,4585366.0,435013672.42,1.91
7/21/2021,ARKK,DRAFTKINGS INC - CL A,DKNG,26142R104,8712250.0,399195295.0,1.76
7/21/2021,ARKK,SEA LTD-ADR,SE,81141R100,1374229.0,384289397.56,1.69
7/21/2021,ARKK,INVITAE CORP,NVTA,46185L103,12283717.0,359298722.25,1.58
7/21/2021,ARKK,FATE THERAPEUTICS INC,FATE,31189P102,4109126.0,345372040.3,1.52
7/21/2021,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,8392298.0,343664603.1,1.51
7/21/2021,ARKK,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,3770022.0,258435008.1,1.14
7/21/2021,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,2092939.0,253894430.09,1.12
7/21/2021,ARKK,2U INC,TWOU,90214J101,5343005.0,238832323.5,1.05
7/21/2021,ARKK,TERADYNE INC,TER,880770102,1920524.0,237722460.72,1.05
7/21/2021,ARKK,SKILLZ INC,SKLZ,83067L109,15346948.0,233887487.52,1.03
7/21/2021,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,9637787.0,228897441.25,1.01
7/21/2021,ARKK,PAGERDUTY INC,PD,69553P100,5582547.0,224418389.4,0.99
7/21/2021,ARKK,TUSIMPLE HOLDINGS INC - A,TSP,90089L108,4574743.0,218626967.97,0.96
7/21/2021,ARKK,EDITAS MEDICINE INC,EDIT,28106W103,4414555.0,191812414.75,0.84
7/21/2021,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,6332179.0,184899626.8,0.81
7/21/2021,ARKK,PROTO LABS INC,PRLB,743713109,2062306.0,179070029.98,0.79
7/21/2021,ARKK,BERKELEY LIGHTS INC,BLI,084310101,3503071.0,169548636.4,0.75
7/21/2021,ARKK,TRIMBLE INC,TRMB,896239100,1698666.0,137065359.54,0.6
7/21/2021,ARKK,VERACYTE INC,VCYT,92337F107,3314769.0,127287129.6,0.56
7/21/2021,ARKK,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,1894969.0,113849737.52,0.5
7/21/2021,ARKK,SERES THERAPEUTICS INC,MCRB,81750R102,5331430.0,110520543.9,0.49
7/21/2021,ARKK,STRATASYS LTD,SSYS,M85548101,4294661.0,88040550.5,0.39
7/21/2021,ARKK,KE HOLDINGS INC-ADR,BEKE,482497104,2183207.0,82961866.0,0.37
7/21/2021,ARKK,MATERIALISE NV-ADR,MTLS,57667T100,3825514.0,81368682.78,0.36
7/21/2021,ARKK,CERUS CORP,CERS,157085101,12643934.0,63346109.34,0.28
7/21/2021,ARKK,COMPUGEN LTD,CGEN,M25722105,6652075.0,46498004.25,0.2
7/21/2021,ARKK,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,66365.0,4635595.25,0.02
7/21/2021,ARKK,PURE STORAGE INC - CLASS A,PSTG,74624M102,244873.0,4848485.4,0.02
7/21/2021,ARKK,NOVARTIS AG-SPONSORED ADR,NVS,66987V109,12881.0,1162381.44,0.01
7/21/2021,ARKQ,TESLA INC,TSLA,88160R101,483678.0,319469319.0,11.32
7/21/2021,ARKQ,JD.COM INC-ADR,JD,47215P106,2669297.0,197180969.39,6.99
7/21/2021,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,50077B207,7195634.0,189389086.88,6.71
7/21/2021,ARKQ,TRIMBLE INC,TRMB,896239100,2313039.0,186639116.91,6.61
7/21/2021,ARKQ,ALPHABET INC-CL C,GOOG,02079K107,53108.0,139250769.24,4.93
7/21/2021,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,3068727.0,125664370.65,4.45
7/21/2021,ARKQ,BAIDU INC - SPON ADR,BIDU,056752108,665068.0,118308946.52,4.19
7/21/2021,ARKQ,UNITY SOFTWARE INC,U,91332U101,998225.0,99982216.0,3.54
7/21/2021,ARKQ,UIPATH INC - CLASS A,PATH,90364P105,1557348.0,96991633.44,3.44
7/21/2021,ARKQ,LOCKHEED MARTIN CORP,LMT,539830109,215425.0,81857191.5,2.9
7/21/2021,ARKQ,DEERE & CO,DE,244199105,215355.0,74950000.65,2.66
7/21/2021,ARKQ,TERADYNE INC,TER,880770102,589249.0,72937241.22,2.58
7/21/2021,ARKQ,3D SYSTEMS CORP,DDD,88554D205,2693694.0,71760008.16,2.54
7/21/2021,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,500458401,2751172.0,68036483.56,2.41
7/21/2021,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,65481N100,2241829.0,63555852.15,2.25
7/21/2021,ARKQ,NXP SEMICONDUCTORS NV,NXPI,N6596X109,300303.0,58051572.93,2.06
