date,fund,company,ticker,cusip,shares,market value($),weight(%)
8/6/2021,ARKK,TESLA INC,TSLA,88160R101,3352901.0,2396083641.63,10.19
8/6/2021,ARKK,TELADOC HEALTH INC,TDOC,87918A105,8809088.0,1348054736.64,5.73
8/6/2021,ARKK,ROKU INC,ROKU,77543R102,3317175.0,1338413769.0,5.69
8/6/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,2896071.0,1154605586.28,4.91
8/6/2021,ARKK,SQUARE INC - A,SQ,852234103,4011663.0,1130526750.03,4.81
8/6/2021,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,4258646.0,1088084053.0,4.63
8/6/2021,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,662158.0,1023398296.9,4.35
8/6/2021,ARKK,UNITY SOFTWARE INC,U,91332U101,8512553.0,938594093.78,3.99
8/6/2021,ARKK,TWILIO INC - A,TWLO,90138F102,2280132.0,859792174.56,3.66
8/6/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,3481875.0,769947018.75,3.27
8/6/2021,ARKK,ZILLOW GROUP INC - C,Z,98954M200,6291938.0,693623245.12,2.95
8/6/2021,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,6349609.0,685884764.18,2.92
8/6/2021,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,4147630.0,685022570.8,2.91
8/6/2021,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,4926082.0,657582686.18,2.8
8/6/2021,ARKK,TWITTER INC,TWTR,90184L102,8282707.0,573825940.96,2.44
8/6/2021,ARKK,UIPATH INC - CLASS A,PATH,90364P105,8574769.0,553844329.71,2.36
8/6/2021,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,4784468.0,529449228.88,2.25
8/6/2021,ARKK,DOCUSIGN INC,DOCU,256163106,1722018.0,526265920.98,2.24
8/6/2021,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,22166162.0,499181968.24,2.12
8/6/2021,ARKK,DRAFTKINGS INC - CL A,DKNG,26142R104,9551966.0,482183243.68,2.05
