date,fund,company,ticker,cusip,shares,market value($),weight(%)
7/7/2021,ARKK,TESLA INC,TSLA,88160R101,3509418.0,2314741924.44,9.55
7/7/2021,ARKK,ROKU INC,ROKU,77543R102,3520625.0,1532105587.5,6.32
7/7/2021,ARKK,TELADOC HEALTH INC,TDOC,87918A105,8639494.0,1412816453.82,5.83
7/7/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,2812148.0,1128008805.76,4.65
7/7/2021,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,729568.0,1122097471.04,4.63
7/7/2021,ARKK,SQUARE INC - A,SQ,852234103,4469606.0,1102651800.2,4.55
7/7/2021,ARKK,TWILIO INC - A,TWLO,90138F102,2318443.0,914370734.77,3.77
7/7/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,3334934.0,878821807.68,3.62
7/7/2021,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,3597866.0,846973635.06,3.49
7/7/2021,ARKK,UNITY SOFTWARE INC,U,91332U101,7751605.0,826708673.25,3.41
7/7/2021,ARKK,ZILLOW GROUP INC - C,Z,98954M200,6397707.0,765677573.76,3.16
7/7/2021,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,4953094.0,733553221.4,3.03
7/7/2021,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,5737012.0,699915464.0,2.89
7/7/2021,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,4450056.0,665060869.2,2.74
7/7/2021,ARKK,DOCUSIGN INC,DOCU,256163106,2127231.0,613025429.58,2.53
7/7/2021,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,22538735.0,556255979.8,2.29
7/7/2021,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,4610188.0,520812938.36,2.15
7/7/2021,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,2704157.0,519576725.98,2.14
7/7/2021,ARKK,TWITTER INC,TWTR,90184L102,6592305.0,462845734.05,1.91
7/7/2021,ARKK,DRAFTKINGS INC - CL A,DKNG,26142R104,8772129.0,451676922.21,1.86
7/7/2021,ARKK,INVITAE CORP,NVTA,46185L103,12763879.0,424271337.96,1.75
7/7/2021,ARKK,UIPATH INC - CLASS A,PATH,90364P105,6081268.0,393762103.0,1.62
7/7/2021,ARKK,SEA LTD-ADR,SE,81141R100,1383667.0,381449318.56,1.57
7/7/2021,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,8336161.0,328861551.45,1.36
7/7/2021,ARKK,FATE THERAPEUTICS INC,FATE,31189P102,3377574.0,295166191.86,1.22
7/7/2021,ARKK,TUSIMPLE HOLDINGS INC - A,TSP,90089L108,4606177.0,290787954.01,1.2
7/7/2021,ARKK,SKILLZ INC,SKLZ,83067L109,15452397.0,292050303.3,1.2
7/7/2021,ARKK,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,3795929.0,285795494.41,1.18
7/7/2021,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,2174783.0,277611049.95,1.14
7/7/2021,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,10412043.0,266964782.52,1.1
7/7/2021,ARKK,TERADYNE INC,TER,880770102,1933732.0,244559086.04,1.01
7/7/2021,ARKK,2U INC,TWOU,90214J101,5551844.0,241671769.32,1.0
7/7/2021,ARKK,PAGERDUTY INC,PD,69553P100,5620908.0,236078136.0,0.97
7/7/2021,ARKK,EDITAS MEDICINE INC,EDIT,28106W103,4587154.0,220825593.56,0.91
7/7/2021,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,6367270.0,210310928.1,0.87
7/7/2021,ARKK,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,2845431.0,203818222.53,0.84
7/7/2021,ARKK,PROTO LABS INC,PRLB,743713109,2142960.0,195245085.6,0.81
7/7/2021,ARKK,BERKELEY LIGHTS INC,BLI,084310101,3527147.0,167327853.68,0.69
7/7/2021,ARKK,PURE STORAGE INC - CLASS A,PSTG,74624M102,7341255.0,143081059.95,0.59
7/7/2021,ARKK,TRIMBLE INC,TRMB,896239100,1710340.0,141496428.2,0.58
7/7/2021,ARKK,VERACYTE INC,VCYT,92337F107,3337545.0,133468424.55,0.55
7/7/2021,ARKK,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,1907995.0,119822086.0,0.49
7/7/2021,ARKK,KE HOLDINGS INC-ADR,BEKE,482497104,2644212.0,111136230.36,0.46
7/7/2021,ARKK,SERES THERAPEUTICS INC,MCRB,81750R102,5539837.0,111572317.18,0.46
7/7/2021,ARKK,STRATASYS LTD,SSYS,M85548101,4462538.0,107547165.8,0.44
7/7/2021,ARKK,MATERIALISE NV-ADR,MTLS,57667T100,3975084.0,97111302.12,0.4
7/7/2021,ARKK,NOVARTIS AG-SPONSORED ADR,NVS,66987V109,988726.0,90547527.08,0.37
7/7/2021,ARKK,CERUS CORP,CERS,157085101,13138276.0,71472221.44,0.29
7/7/2021,ARKK,COMPUGEN LTD,CGEN,M25722105,6912139.0,53292591.69,0.22
7/7/2021,ARKK,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,94271.0,11122092.58,0.05
7/7/2021,ARKQ,TESLA INC,TSLA,88160R101,493324.0,325386643.92,10.85
7/7/2021,ARKQ,JD.COM INC-ADR,JD,47215P106,2722539.0,197084598.21,6.57
7/7/2021,ARKQ,TRIMBLE INC,TRMB,896239100,2359175.0,195174547.75,6.51
7/7/2021,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,50077B207,6908556.0,195097621.44,6.5
7/7/2021,ARKQ,ALPHABET INC-CL C,GOOG,02079K107,54158.0,140562756.36,4.69
7/7/2021,ARKQ,BAIDU INC - SPON ADR,BIDU,056752108,678340.0,126815663.0,4.23
7/7/2021,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,3129937.0,123476014.65,4.12
7/7/2021,ARKQ,UNITY SOFTWARE INC,U,91332U101,932671.0,99469362.15,3.32
7/7/2021,ARKQ,3D SYSTEMS CORP,DDD,88554D205,2747426.0,98907336.0,3.3
7/7/2021,ARKQ,UIPATH INC - CLASS A,PATH,90364P105,1359222.0,88009624.5,2.93
7/7/2021,ARKQ,LOCKHEED MARTIN CORP,LMT,539830109,219723.0,83202508.41,2.77
7/7/2021,ARKQ,DEERE & CO,DE,244199105,219653.0,76757740.85,2.56
7/7/2021,ARKQ,TERADYNE INC,TER,880770102,601009.0,76009608.23,2.53
7/7/2021,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,65481N100,2286545.0,70699971.4,2.36
7/7/2021,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,500458401,2806051.0,70095153.98,2.34
7/7/2021,ARKQ,NXP SEMICONDUCTORS NV,NXPI,N6596X109,335258.0,67634948.92,2.25
7/7/2021,ARKQ,NANO DIMENSION LTD - ADR,NNDM,63008G203,7675339.0,58332576.4,1.94
7/7/2021,ARKQ,CATERPILLAR INC,CAT,149123101,244124.0,52125356.48,1.74
7/7/2021,ARKQ,MAGNA INTERNATIONAL INC,MGA,559222401,548534.0,49878196.62,1.66
7/7/2021,ARKQ,INTUITIVE SURGICAL INC,ISRG,46120E602,52063.0,49357806.52,1.65
7/7/2021,ARKQ,BYD CO LTD-UNSPONSORED ADR,BYDDY,05606L100,859124.0,49159075.28,1.64
7/7/2021,ARKQ,TUSIMPLE HOLDINGS INC - A,TSP,90089L108,769025.0,48548548.25,1.62
7/7/2021,ARKQ,RAVEN INDUSTRIES INC,RAVN,754212108,711295.0,40899462.5,1.36
7/7/2021,ARKQ,2U INC,TWOU,90214J101,922501.0,40156468.53,1.34
7/7/2021,ARKQ,VUZIX CORP,VUZI,92921W300,2162083.0,38744527.36,1.29
7/7/2021,ARKQ,MATERIALISE NV-ADR,MTLS,57667T100,1570648.0,38370930.64,1.28
7/7/2021,ARKQ,NVIDIA CORP,NVDA,67066G104,46528.0,38522392.32,1.28
7/7/2021,ARKQ,TELEDYNE TECHNOLOGIES INC,TDY,879360105,90781.0,38339539.73,1.28
7/7/2021,ARKQ,AEROVIRONMENT INC,AVAV,008073108,382939.0,37623756.75,1.25
7/7/2021,ARKQ,SYNOPSYS INC,SNPS,871607107,132129.0,36902308.41,1.23
7/7/2021,ARKQ,ELBIT SYSTEMS LTD,ESLT,M3760D101,263864.0,33740289.68,1.12
