date,fund,company,ticker,cusip,shares,market value($),weight(%)
2/8/2021,ARKK,TESLA INC,TSLA,88160R101,2895541.0,2500068010.22,9.35
2/8/2021,ARKK,ROKU INC,ROKU,77543R102,3952601.0,1717918972.63,6.42
2/8/2021,ARKK,TELADOC HEALTH INC,TDOC,87918A105,4774583.0,1406305676.82,5.26
2/8/2021,ARKK,SQUARE INC - A,SQ,852234103,5062314.0,1316049770.58,4.92
2/8/2021,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,6021490.0,1019016752.7,3.81
2/8/2021,ARKK,INVITAE CORP,NVTA,46185L103,17315474.0,879799233.94,3.29
2/8/2021,ARKK,ZILLOW GROUP INC - C,Z,98954M200,4986909.0,814212632.43,3.04
2/8/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,2493024.0,807216240.96,3.02
2/8/2021,ARKK,BAIDU INC - SPON ADR,BIDU,056752108,2885639.0,798167747.4,2.98
2/8/2021,ARKK,PROTO LABS INC,PRLB,743713109,3084347.0,698820499.79,2.61
2/8/2021,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,476011.0,640277635.99,2.39
2/8/2021,ARKK,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,6265270.0,595827177.0,2.23
2/8/2021,ARKK,PAYPAL HOLDINGS INC,PYPL,70450Y103,2083958.0,588030428.86,2.2
2/8/2021,ARKK,PURE STORAGE INC - CLASS A,PSTG,74624M102,21147866.0,583892580.26,2.18
2/8/2021,ARKK,TWILIO INC - A,TWLO,90138F102,1407533.0,562323508.83,2.1
2/8/2021,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,10616225.0,558307272.75,2.09
2/8/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,1348581.0,554010560.61,2.07
2/8/2021,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,3067763.0,538024274.94,2.01
2/8/2021,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,3579393.0,531468272.64,1.99
2/8/2021,ARKK,DOCUSIGN INC,DOCU,256163106,2001378.0,498142984.2,1.86
2/8/2021,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,6404582.0,473426701.44,1.77
2/8/2021,ARKK,EDITAS MEDICINE INC,EDIT,28106W103,6601876.0,460480851.0,1.72
2/8/2021,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,3458663.0,458445780.65,1.71
2/8/2021,ARKK,MATERIALISE NV-ADR,MTLS,57667T100,5887004.0,449884845.68,1.68
2/8/2021,ARKK,UNITY SOFTWARE INC,U,91332U101,3507526.0,438054922.14,1.64
2/8/2021,ARKK,LENDINGTREE INC,TREE UW,52603B107,1214328.0,425500531.2,1.59
2/8/2021,ARKK,PAGERDUTY INC,PD,69553P100,7491490.0,420197674.1,1.57
2/8/2021,ARKK,STRATASYS LTD,SSYS,M85548101,6992731.0,380194784.47,1.42
2/8/2021,ARKK,VERACYTE INC,VCYT,92337F107,4802280.0,371072175.6,1.39
2/8/2021,ARKK,2U INC,TWOU,90214J101,7990138.0,371301712.86,1.39
2/8/2021,ARKK,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,3193085.0,362287424.1,1.35
2/8/2021,ARKK,KE HOLDINGS INC,BEKE,482497104,5722592.0,355945222.4,1.33
2/8/2021,ARKK,SEA LTD-ADR,SE,81141R100,1326981.0,349606414.26,1.31
2/8/2021,ARKK,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,4251298.0,320972999.0,1.2
2/8/2021,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,5811966.0,315996591.42,1.18
2/8/2021,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,7198463.0,278220594.95,1.04
2/8/2021,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,1519441.0,276082429.7,1.03
2/8/2021,ARKK,PACCAR INC,PCAR,693718108,2720152.0,263229109.04,0.98
2/8/2021,ARKK,SYNOPSYS INC,SNPS,871607107,908082.0,251066511.36,0.94
2/8/2021,ARKK,REGENERON PHARMACEUTICALS,REGN,75886F107,480102.0,237602479.8,0.89
2/8/2021,ARKK,SERES THERAPEUTICS INC,MCRB,81750R102,7972940.0,230577424.8,0.86
2/8/2021,ARKK,NOVARTIS AG-SPONSORED ADR,NVS,66987V109,2510015.0,228411365.0,0.85
2/8/2021,ARKK,HUYA INC-ADR,HUYA,44852D108,6823881.0,167185084.5,0.62
2/8/2021,ARKK,CERUS CORP,CERS,157085101,18908953.0,148813460.11,0.56
2/8/2021,ARKK,SNAP INC - A,SNAP,83304A106,2218066.0,141468249.48,0.53
2/8/2021,ARKK,TERADYNE INC,TER,880770102,1046952.0,135151033.68,0.51
2/8/2021,ARKK,COMPUGEN LTD,CGEN,M25722105,9948450.0,136990156.5,0.51
2/8/2021,ARKK,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,1749668.0,133027258.04,0.5
2/8/2021,ARKK,SPLUNK INC,SPLK,848637104,728112.0,123458670.72,0.46
2/8/2021,ARKK,PINTEREST INC- CLASS A,PINS,72352L106,1548148.0,123557691.88,0.46
2/8/2021,ARKK,FATE THERAPEUTICS INC,FATE,31189P102,900680.0,97723780.0,0.37
2/8/2021,ARKK,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,5015568.0,64098959.04,0.24
2/8/2021,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,335308.0,40488441.0,0.15
2/8/2021,ARKK,ORGANOVO HOLDINGS INC,ONVO ,68620A203,287941.0,5309632.04,0.02
2/8/2021,ARKQ,TESLA INC,TSLA,88160R101,443695.0,383095136.9,10.3
