date,fund,company,ticker,shares,market value($),weight(%)
11/2/2020,ARKF,SQUARE INC - A,SQ,572766.0,88910466.18,9.969999999999999
11/2/2020,ARKF,PINTEREST INC- CLASS A,PINS,824755.0,48149196.9,5.4
11/2/2020,ARKF,MERCADOLIBRE INC,MELI,36339.0,44183136.54,4.95
11/2/2020,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,495653.0,38403194.44,4.3
11/2/2020,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,386958.0,36629444.28,4.11
11/2/2020,ARKF,LENDINGTREE INC,TREE UW,109632.0,35959296.0,4.03
11/2/2020,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,107340.0,33365565.6,3.74
11/2/2020,ARKF,SEA LTD-ADR,SE,198137.0,31636534.79,3.55
11/2/2020,ARKF,MEITUAN-CLASS B,3690,791215.0,30076379.23,3.37
11/2/2020,ARKF,ADYEN NV,ADYEN,17554.0,29756524.52,3.34
11/2/2020,ARKF,ZILLOW GROUP INC - C,Z,330442.0,29462208.72,3.3000000000000003
11/2/2020,ARKF,PAYPAL HOLDINGS INC,PYPL,149500.0,28070120.0,3.15
11/2/2020,ARKF,SNAP INC - A,SNAP,643988.0,26268270.52,2.94
11/2/2020,ARKF,Z HOLDINGS CORP,4689,3906812.0,24162926.75,2.71
11/2/2020,ARKF,AMAZON.COM INC,AMZN,7913.0,23774450.24,2.6599999999999997
11/2/2020,ARKF,TWILIO INC - A,TWLO,81559.0,22296599.42,2.5
11/2/2020,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,4278045.0,21528226.45,2.41
11/2/2020,ARKF,FACEBOOK INC-CLASS A,FB,80546.0,21051502.56,2.36
11/2/2020,ARKF,APPLE INC,AAPL,186679.0,20305074.83,2.2800000000000002
11/2/2020,ARKF,SPLUNK INC,SPLK,93235.0,17839584.9,2.0
11/2/2020,ARKF,INTUIT INC,INTU,48561.0,15365671.62,1.72
11/2/2020,ARKF,DOCUSIGN INC,DOCU,74003.0,14916044.68,1.67
11/2/2020,ARKF,WORKDAY INC-CLASS A,WDAY,61339.0,12603937.72,1.41
