date,fund,company,ticker,cusip,shares,market value($),weight(%)
2/23/2021,ARKK,TESLA INC,TSLA,88160R101,3525023.0,2463427073.32,9.73
2/23/2021,ARKK,ROKU INC,ROKU,77543R102,3697575.0,1537710515.25,6.07
2/23/2021,ARKK,SQUARE INC - A,SQ,852234103,5112423.0,1311796617.57,5.18
2/23/2021,ARKK,TELADOC HEALTH INC,TDOC,87918A105,4958966.0,1269495296.0,5.01
2/23/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,2800355.0,941787390.05,3.72
2/23/2021,ARKK,BAIDU INC - SPON ADR,BIDU,056752108,2799423.0,903121854.03,3.57
2/23/2021,ARKK,ZILLOW GROUP INC - C,Z,98954M200,5030034.0,849421841.58,3.35
2/23/2021,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,5910692.0,799716627.6,3.16
2/23/2021,ARKK,INVITAE CORP,NVTA,46185L103,16996887.0,726107012.64,2.87
2/23/2021,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,533529.0,693715746.96,2.74
2/23/2021,ARKK,PAYPAL HOLDINGS INC,PYPL,70450Y103,2456482.0,650967730.0,2.57
2/23/2021,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,4192700.0,581569417.0,2.3
2/23/2021,ARKK,TWILIO INC - A,TWLO,90138F102,1369409.0,562265641.31,2.22
2/23/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,1400691.0,543692218.56,2.15
2/23/2021,ARKK,PURE STORAGE INC - CLASS A,PSTG,74624M102,20758747.0,530801160.79,2.1
2/23/2021,ARKK,DOCUSIGN INC,DOCU,256163106,2078734.0,506379602.4,2.0
2/23/2021,ARKK,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,5504147.0,499391257.31,1.97
2/23/2021,ARKK,UNITY SOFTWARE INC,U,91332U101,4339516.0,479993864.76,1.9
2/23/2021,ARKK,PROTO LABS INC,PRLB,743713109,3027621.0,462983803.32,1.83
2/23/2021,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,11026310.0,447668186.0,1.77
2/23/2021,ARKK,KE HOLDINGS INC,BEKE,482497104,5943672.0,419385496.32,1.66
2/23/2021,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,3072492.0,415677442.68,1.64
2/23/2021,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,6286778.0,399650477.46,1.58
2/23/2021,ARKK,LENDINGTREE INC,TREE UW,52603B107,1192018.0,389026994.48,1.54
2/23/2021,ARKK,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,4744137.0,376779360.54,1.49
2/23/2021,ARKK,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,3316476.0,369521755.92,1.46
2/23/2021,ARKK,PAGERDUTY INC,PD,69553P100,7353689.0,352315239.99,1.39
2/23/2021,ARKK,2U INC,TWOU,90214J101,7843155.0,351922364.85,1.39
2/23/2021,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,1808669.0,318488524.21,1.26
2/23/2021,ARKK,EDITAS MEDICINE INC,EDIT,28106W103,6480400.0,318446856.0,1.26
2/23/2021,ARKK,SEA LTD-ADR,SE,81141R100,1229659.0,309640432.79,1.22
2/23/2021,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,2323174.0,299921763.4,1.18
2/23/2021,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,7207235.0,292541668.65,1.16
2/23/2021,ARKK,VERACYTE INC,VCYT,92337F107,4713927.0,289953649.77,1.15
2/23/2021,ARKK,MATERIALISE NV-ADR,MTLS,57667T100,5615831.0,282195507.75,1.11
2/23/2021,ARKK,REGENERON PHARMACEUTICALS,REGN,75886F107,583682.0,273180686.46,1.08
2/23/2021,ARKK,NOVARTIS AG-SPONSORED ADR,NVS,66987V109,3055354.0,264288121.0,1.04
2/23/2021,ARKK,PACCAR INC,PCAR,693718108,2825248.0,263680395.84,1.04
2/23/2021,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,7066036.0,262291256.32,1.04
2/23/2021,ARKK,SYNOPSYS INC,SNPS,871607107,943182.0,238823114.22,0.94
