date,fund,company,ticker,shares,market value($),weight(%)
12/22/2020,ARKF,SQUARE INC - A,SQ,840447.0,203035186.26,10.870000000000001
12/22/2020,ARKF,MERCADOLIBRE INC,MELI,52417.0,90806686.63,4.859999999999999
12/22/2020,ARKF,ZILLOW GROUP INC - C,Z,611382.0,85996992.12,4.61
12/22/2020,ARKF,PINTEREST INC- CLASS A,PINS,1049932.0,75962580.2,4.07
12/22/2020,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,644308.0,72909893.28,3.9
12/22/2020,ARKF,PAYPAL HOLDINGS INC,PYPL,289345.0,70452614.05,3.7699999999999996
12/22/2020,ARKF,ADYEN NV,ADYEN,29194.0,68879055.77,3.6900000000000004
12/22/2020,ARKF,SEA LTD-ADR,SE,329999.0,66214299.35,3.55
12/22/2020,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,825304.0,60486530.16,3.2400000000000007
12/22/2020,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,212020.0,54241076.6,2.91
12/22/2020,ARKF,TWILIO INC - A,TWLO,135939.0,50399384.25,2.7
12/22/2020,ARKF,LENDINGTREE INC,TREE UW,172402.0,47501923.06,2.54
12/22/2020,ARKF,AMAZON.COM INC,AMZN,14706.0,47155083.12,2.53
12/22/2020,ARKF,MEITUAN-CLASS B,3690,1315015.0,46847907.62,2.5100000000000002
12/22/2020,ARKF,DOCUSIGN INC,DOCU,184343.0,46380698.8,2.48
12/22/2020,ARKF,SNAP INC - A,SNAP,869495.0,45291994.55,2.4299999999999997
12/22/2020,ARKF,APPLE INC,AAPL,310969.0,41010591.72,2.2
12/22/2020,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,599396.0,40232126.26,2.15
12/22/2020,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,569812.0,38963744.56,2.09
12/22/2020,ARKF,WORKDAY INC-CLASS A,WDAY,144743.0,37301718.53,2.0
12/22/2020,ARKF,FACEBOOK INC-CLASS A,FB,134128.0,35824247.52,1.92
12/22/2020,ARKF,SPLUNK INC,SPLK,202055.0,35763735.0,1.92
12/22/2020,ARKF,Z HOLDINGS CORP,4689,5784007.0,33501771.92,1.79
12/22/2020,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,7130945.0,32790077.16,1.76
12/22/2020,ARKF,INTUIT INC,INTU,80873.0,30729313.81,1.6500000000000001
12/22/2020,ARKF,OPENDOOR TECHNOLOGIES INC,OPEN,908749.0,26944407.85,1.44
12/22/2020,ARKF,SHOPIFY INC - CLASS A,SHOP,20264.0,25878749.12,1.39
12/22/2020,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,197268.0,25051063.32,1.34
12/22/2020,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,228972.0,23799349.68,1.27
