date,fund,company,ticker,cusip,shares,market value($),weight(%)
10/04/2021,ARKK,TESLA INC,TSLA,88160R101,2540412.0,1985408189.8,10.14
10/04/2021,ARKK,TELADOC HEALTH INC,TDOC,87918A105,8975770.0,1098634240.02,5.61
10/04/2021,ARKK,ROKU INC,ROKU,77543R102,3695379.0,1097010061.92,5.6
10/04/2021,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,4006603.0,1008021110.4,5.15
10/04/2021,ARKK,UNITY SOFTWARE INC,U,91332U101,7151243.0,973069739.3,4.97
10/04/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,3468865.0,888965958.63,4.54
10/04/2021,ARKK,SQUARE INC - A,SQ,852234103,3143772.0,784119590.11,4.01
10/04/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,3200051.0,751627928.35,3.84
10/04/2021,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,558028.0,733750391.88,3.75
10/04/2021,ARKK,TWILIO INC - A,TWLO,90138F102,2016880.0,653852198.97,3.34
10/04/2021,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,6699131.0,639767004.45,3.27
10/04/2021,ARKK,UIPATH INC - CLASS A,PATH,90364P105,11803612.0,617683049.28,3.16
10/04/2021,ARKK,ZILLOW GROUP INC - C,Z,98954M200,7196126.0,614405259.72,3.14
10/04/2021,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,24959692.0,578316071.1,2.95
10/04/2021,ARKK,DRAFTKINGS INC - CL A,DKNG,26142R104,11339935.0,549533252.48,2.81
10/04/2021,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,5283953.0,544194300.04,2.78
10/04/2021,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,4257290.0,539739234.12,2.76
10/04/2021,ARKK,TWITTER INC,TWTR,90184L102,8421339.0,491721986.82,2.51
10/04/2021,ARKK,INVITAE CORP,NVTA,46185L103,16909445.0,448438479.28,2.29
10/04/2021,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,5156225.0,427966686.7,2.19
10/04/2021,ARKK,FATE THERAPEUTICS INC,FATE,31189P102,6450697.0,363367749.5,1.86
10/04/2021,ARKK,DOCUSIGN INC,DOCU,256163106,1213729.0,325072973.69,1.66
10/04/2021,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,1965894.0,302806574.98,1.55
10/04/2021,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,7634812.0,293253120.0,1.5
10/04/2021,ARKK,PAGERDUTY INC,PD,69553P100,7097282.0,290030457.6,1.48
10/04/2021,ARKK,TUSIMPLE HOLDINGS INC - A,TSP,90089L108,6576087.0,248115765.5,1.27
10/04/2021,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,5598932.0,234259296.6,1.2
10/04/2021,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,8574366.0,219160797.2,1.12
10/04/2021,ARKK,VERACYTE INC,VCYT,92337F107,3929454.0,172463741.28,0.88
10/04/2021,ARKK,2U INC,TWOU,90214J101,5064744.0,172353215.48,0.88
10/04/2021,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,1650098.0,165686378.5,0.85
10/04/2021,ARKK,EDITAS MEDICINE INC,EDIT,28106W103,4266285.0,159089760.83,0.81
10/04/2021,ARKK,SIGNIFY HEALTH INC -CLASS A,SGFY,82671G100,8362274.0,150520923.2,0.77
10/04/2021,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,5413720.0,140864992.0,0.72
10/04/2021,ARKK,GINKGO BIOWORKS HOLDINGS INC,DNA,37611X100,11913522.0,135575875.64,0.69
10/04/2021,ARKK,SKILLZ INC,SKLZ,83067L109,13111273.0,116165876.47,0.59
10/04/2021,ARKK,TRIMBLE INC,TRMB,896239100,1375970.0,114067924.88,0.58
10/04/2021,ARKK,PROTO LABS INC,PRLB,743713109,1506030.0,97666014.71,0.5
10/04/2021,ARKK,BERKELEY LIGHTS INC,BLI,084310101,4866753.0,91494946.58,0.47
10/04/2021,ARKK,STRATASYS LTD,SSYS,M85548101,3120528.0,78543678.18,0.4
10/04/2021,ARKK,CERUS CORP,CERS,157085101,10475027.0,64107163.12,0.33
