date,fund,company,ticker,shares,market value($),weight(%)
11/11/2020,ARKF,SQUARE INC - A,SQ,605376.0,111038065.92,10.57
11/11/2020,ARKF,PINTEREST INC- CLASS A,PINS,828016.0,49308352.8,4.6899999999999995
11/11/2020,ARKF,MERCADOLIBRE INC,MELI,35820.0,46726831.8,4.45
11/11/2020,ARKF,ZILLOW GROUP INC - C,Z,417915.0,45143178.3,4.3
11/11/2020,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,430274.0,43018794.52,4.1
11/11/2020,ARKF,LENDINGTREE INC,TREE UW,130949.0,40871801.88,3.8899999999999997
11/11/2020,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,551141.0,40475795.04,3.85
11/11/2020,ARKF,ADYEN NV,ADYEN,19514.0,37760355.55,3.5900000000000003
11/11/2020,ARKF,SEA LTD-ADR,SE,220334.0,37265089.42,3.55
11/11/2020,ARKF,PAYPAL HOLDINGS INC,PYPL,193238.0,37167396.92,3.54
11/11/2020,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,129866.0,34498902.9,3.2800000000000002
11/11/2020,ARKF,MEITUAN-CLASS B,3690,879415.0,30732122.69,2.9300000000000006
11/11/2020,ARKF,Z HOLDINGS CORP,4689,4973714.0,28951011.81,2.76
11/11/2020,ARKF,AMAZON.COM INC,AMZN,8795.0,27593345.05,2.63
11/11/2020,ARKF,TWILIO INC - A,TWLO,90699.0,25320439.83,2.41
11/11/2020,ARKF,APPLE INC,AAPL,207602.0,24806362.98,2.36
11/11/2020,ARKF,FACEBOOK INC-CLASS A,FB,89562.0,24762101.76,2.36
11/11/2020,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,4758245.0,23623102.14,2.25
11/11/2020,ARKF,SNAP INC - A,SNAP,580652.0,22331875.92,2.13
11/11/2020,ARKF,DOCUSIGN INC,DOCU,103092.0,21499836.6,2.0500000000000003
11/11/2020,ARKF,SPLUNK INC,SPLK,103672.0,20124808.64,1.92
11/11/2020,ARKF,INTUIT INC,INTU,54000.0,19029600.0,1.81
11/11/2020,ARKF,WORKDAY INC-CLASS A,WDAY,82228.0,17976685.36,1.71
11/11/2020,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,405796.0,16334942.68,1.55
11/11/2020,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,131664.0,14351376.0,1.37
11/11/2020,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,152852.0,13891189.76,1.32
11/11/2020,ARKF,SCHWAB (CHARLES) CORP,SCHW,293781.0,13581495.63,1.29
11/11/2020,ARKF,SBI HOLDINGS INC,8473,517974.0,13546974.51,1.29
11/11/2020,ARKF,HDFC BANK LTD-ADR,HDB,198334.0,13187227.66,1.26
11/11/2020,ARKF,SLACK TECHNOLOGIES INC- CL A,WORK,502230.0,12641129.1,1.2
11/11/2020,ARKF,PINDUODUO INC-ADR,PDD,111538.0,12432025.48,1.18
11/11/2020,ARKF,INTERACTIVE BROKERS GRO-CL A,IBKR,227440.0,11717708.8,1.12
11/11/2020,ARKF,DISCOVERY LTD,DSY,1400836.0,11761740.45,1.12
11/11/2020,ARKF,NVIDIA CORP,NVDA,20931.0,11234086.32,1.0699999999999998
11/11/2020,ARKF,SOCIAL CAPITAL HEDOSOPHIA-A,IPOB,616136.0,11108932.08,1.06
11/11/2020,ARKF,TRANSUNION,TRU,115641.0,10464354.09,1.0
11/11/2020,ARKF,TCS GROUP HOLDING-GDR REG S,,346723.0,10297673.1,0.98
11/11/2020,ARKF,LENDINGCLUB CORP,LC,1879598.0,10112237.24,0.96
11/11/2020,ARKF,JD.COM INC-ADR,JD,119702.0,9916113.68,0.9400000000000001
11/11/2020,ARKF,YEAHKA LTD,9923,1966800.0,9447477.69,0.9000000000000001
11/11/2020,ARKF,VERISK ANALYTICS INC,VRSK,46770.0,9346049.1,0.89
11/11/2020,ARKF,SHOPIFY INC - CLASS A,SHOP,8830.0,8363599.4,0.8
11/11/2020,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,305715.0,8327676.6,0.79
11/11/2020,ARKF,MARKETAXESS HOLDINGS INC,MKTX,10167.0,5540099.97,0.53
11/11/2020,ARKF,MORGAN STANLEY GOVT INSTL 8035,,2536747.96,2536747.96,0.24
11/11/2020,ARKF,ZSCALER INC,ZS,611.0,82784.39,0.01
11/11/2020,ARKG,INVITAE CORP,NVTA,6276325.0,292413981.75,8.83
11/11/2020,ARKG,CRISPR THERAPEUTICS AG,CRSP,2729065.0,274653101.6,8.3
11/11/2020,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,16285222.0,268217606.34,8.1
11/11/2020,ARKG,TWIST BIOSCIENCE CORP,TWST,1785985.0,182456227.6,5.510000000000001
11/11/2020,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,3346280.0,163432315.2,4.94
11/11/2020,ARKG,CAREDX INC,CDNA,2352298.0,127094660.94,3.84
11/11/2020,ARKG,PERSONALIS INC,PSNL,4203827.0,123760666.88,3.74
11/11/2020,ARKG,SERES THERAPEUTICS INC,MCRB,3567728.0,121195720.16,3.66
11/11/2020,ARKG,TELADOC HEALTH INC,TDOC,654274.0,119437718.7,3.61
11/11/2020,ARKG,IOVANCE BIOTHERAPEUTICS INC,IOVA,3127300.0,118899946.0,3.5900000000000003
11/11/2020,ARKG,EXACT SCIENCES CORP,EXAS,918597.0,113336497.86,3.42
11/11/2020,ARKG,FATE THERAPEUTICS INC,FATE,1821810.0,97248217.8,2.94
11/11/2020,ARKG,VERACYTE INC,VCYT,1902195.0,89707516.2,2.71
11/11/2020,ARKG,PURE STORAGE INC - CLASS A,PSTG,4740880.0,83960984.8,2.54
11/11/2020,ARKG,CELLECTIS - ADR,CLLS,4667293.0,82191029.73,2.48
11/11/2020,ARKG,COMPUGEN LTD,CGEN,5966194.0,77918493.64,2.35
11/11/2020,ARKG,INCYTE CORP,INCY,898976.0,74399253.76,2.25
11/11/2020,ARKG,INTELLIA THERAPEUTICS INC,NTLA,2409636.0,71397514.68,2.16
11/11/2020,ARKG,ILLUMINA INC,ILMN,200716.0,60686482.6,1.83
11/11/2020,ARKG,EDITAS MEDICINE INC,EDIT,2026424.0,58968938.4,1.78
11/11/2020,ARKG,IONIS PHARMACEUTICALS INC,IONS,1008146.0,49610864.66,1.5
11/11/2020,ARKG,ACCOLADE INC,ACCD,1297702.0,48702756.06,1.47
11/11/2020,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,223348.0,48403978.56,1.46
11/11/2020,ARKG,CERUS CORP,CERS,8188288.0,48229016.32,1.46
11/11/2020,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,846992.0,43984294.56,1.3299999999999998
11/11/2020,ARKG,10X GENOMICS INC-CLASS A,TXG,292306.0,39934845.72,1.21
11/11/2020,ARKG,TAKEDA PHARMACEUTIC-SP ADR,TAK UN,2093562.0,36218622.6,1.09
11/11/2020,ARKG,GUARDANT HEALTH INC,GH,296016.0,34601310.24,1.05
11/11/2020,ARKG,SCHRODINGER INC,SDGR,654253.0,33648231.79,1.02
11/11/2020,ARKG,NOVARTIS AG-SPONSORED ADR,NVS,382515.0,32896290.0,0.9900000000000001
11/11/2020,ARKG,SYROS PHARMACEUTICALS INC,SYRS,3557162.0,30413735.1,0.9199999999999999
11/11/2020,ARKG,PHREESIA INC,PHR,721457.0,30200190.02,0.91
11/11/2020,ARKG,CASTLE BIOSCIENCES INC,CSTL,579381.0,30174162.48,0.91
11/11/2020,ARKG,CODEXIS INC,CDXS,1786825.0,27392027.25,0.83
11/11/2020,ARKG,NANOSTRING TECHNOLOGIES INC,NSTG,558844.0,24851792.68,0.75
11/11/2020,ARKG,BEAM THERAPEUTICS INC,BEAM,543639.0,20582172.54,0.62
11/11/2020,ARKG,AQUABOUNTY TECHNOLOGIES,AQB,4888032.0,19552128.0,0.59
11/11/2020,ARKG,MORGAN STANLEY GOVT INSTL 8035,,19093613.82,19093613.82,0.58
11/11/2020,ARKG,PLURISTEM THERAPEUTICS INC,PSTI,2087664.0,18935112.48,0.57
11/11/2020,ARKG,THERMO FISHER SCIENTIFIC INC,TMO,35940.0,17394960.0,0.53
11/11/2020,ARKG,REGENERON PHARMACEUTICALS,REGN,28430.0,16140563.9,0.49
11/11/2020,ARKG,EVOGENE LTD,EVGN,4602387.0,11874158.46,0.36
11/11/2020,ARKG,BERKELEY LIGHTS INC,BLI,109267.0,9022176.19,0.27
11/11/2020,ARKG,REPARE THERAPEUTICS INC,RPTX,296250.0,8217975.0,0.25
11/11/2020,ARKG,SURFACE ONCOLOGY INC,SURF,574988.0,5226640.92,0.16
11/11/2020,ARKG,ORGANOVO HOLDINGS INC,ONVO ,375748.0,3520758.76,0.11
11/11/2020,ARKK,TESLA INC,TSLA,2468541.0,1029702507.33,9.41
11/11/2020,ARKK,INVITAE CORP,NVTA,17614050.0,820638589.5,7.5
11/11/2020,ARKK,ROKU INC,ROKU,2874697.0,665291126.71,6.08
11/11/2020,ARKK,SQUARE INC - A,SQ,3520993.0,645820536.06,5.9
11/11/2020,ARKK,CRISPR THERAPEUTICS AG,CRSP,5930636.0,596859207.04,5.45
11/11/2020,ARKK,TELADOC HEALTH INC,TDOC,2188647.0,399537509.85,3.65
11/11/2020,ARKK,ZILLOW GROUP INC - C,Z,3352108.0,362094706.16,3.3099999999999996
11/11/2020,ARKK,PROTO LABS INC,PRLB,2729928.0,350222463.12,3.2
11/11/2020,ARKK,SLACK TECHNOLOGIES INC- CL A,WORK,13031034.0,327991125.78,3.0
11/11/2020,ARKK,LENDINGTREE INC,TREE UW,1039593.0,324477767.16,2.96
11/11/2020,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,1201022.0,313514782.88,2.86
11/11/2020,ARKK,PURE STORAGE INC - CLASS A,PSTG,17096406.0,302777350.26,2.77
11/11/2020,ARKK,SERES THERAPEUTICS INC,MCRB,8656718.0,294068710.46,2.69
11/11/2020,ARKK,2U INC,TWOU,8127927.0,252615971.16,2.31
11/11/2020,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,6435600.0,244681512.0,2.24
11/11/2020,ARKK,PAGERDUTY INC,PD,7620667.0,227934149.97,2.08
11/11/2020,ARKK,MATERIALISE NV-ADR,MTLS,5461147.0,220302669.98,2.01
11/11/2020,ARKK,VERACYTE INC,VCYT,4538187.0,214020898.92,1.96
11/11/2020,ARKK,EDITAS MEDICINE INC,EDIT,7146853.0,207973422.3,1.9
11/11/2020,ARKK,INTELLIA THERAPEUTICS INC,NTLA,6828736.0,202335447.68,1.8500000000000003
11/11/2020,ARKK,TWIST BIOSCIENCE CORP,TWST,1943052.0,198502192.32,1.81
11/11/2020,ARKK,TWILIO INC - A,TWLO,699465.0,195269644.05,1.78
11/11/2020,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,1934214.0,175781368.32,1.6099999999999999
11/11/2020,ARKK,EXACT SCIENCES CORP,EXAS,1414416.0,174510646.08,1.59
11/11/2020,ARKK,SPLUNK INC,SPLK,795751.0,154471184.12,1.41
11/11/2020,ARKK,DOCUSIGN INC,DOCU,699380.0,145855699.0,1.3299999999999998
11/11/2020,ARKK,INTERCONTINENTAL EXCHANGE IN,ICE,1441090.0,144080178.2,1.32
11/11/2020,ARKK,COMPUGEN LTD,CGEN,10949860.0,143005171.6,1.31
11/11/2020,ARKK,NANOSTRING TECHNOLOGIES INC,NSTG,2917550.0,129743448.5,1.1900000000000002
11/11/2020,ARKK,SYNOPSYS INC,SNPS,511700.0,115081330.0,1.05
11/11/2020,ARKK,CERUS CORP,CERS,19235009.0,113294203.01,1.04
11/11/2020,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,6869838.0,113146231.86,1.03
11/11/2020,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,3681541.0,110924830.33,1.01
11/11/2020,ARKK,PAYPAL HOLDINGS INC,PYPL,560376.0,107782719.84,0.98
11/11/2020,ARKK,STRATASYS LTD,SSYS,7212480.0,107321702.4,0.98
11/11/2020,ARKK,PINTEREST INC- CLASS A,PINS,1733116.0,103207057.8,0.9400000000000001
11/11/2020,ARKK,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,1390059.0,102085932.96,0.9299999999999999
11/11/2020,ARKK,NINTENDO CO LTD-UNSPONS ADR,NTDOY,1604540.0,101551336.6,0.9299999999999999
11/11/2020,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,245977.0,101672133.18,0.9299999999999999
11/11/2020,ARKK,HUYA INC-ADR,HUYA,4867405.0,100268543.0,0.9199999999999999
11/11/2020,ARKK,UNITY SOFTWARE INC,U,708466.0,74799840.28,0.68
11/11/2020,ARKK,SEA LTD-ADR,SE,330693.0,55930107.09,0.51
11/11/2020,ARKK,ZSCALER INC,ZS,370294.0,50171134.06,0.45999999999999996
11/11/2020,ARKK,SYROS PHARMACEUTICALS INC,SYRS,5102055.0,43622570.25,0.4
11/11/2020,ARKK,MORGAN STANLEY GOVT INSTL 8035,,26287333.96,26287333.96,0.24
11/11/2020,ARKK,DOUYU INTERNATIONAL HOLD-ADR,DOYU,1823991.0,25171075.8,0.22999999999999998
11/11/2020,ARKK,EXONE CO/THE,XONE,1860163.0,19680524.54,0.18
11/11/2020,ARKK,ORGANOVO HOLDINGS INC,ONVO ,836011.0,7833423.07,0.07
11/11/2020,ARKQ,TESLA INC,TSLA,201996.0,84258591.48,9.719999999999999
11/11/2020,ARKQ,MATERIALISE NV-ADR,MTLS,1447364.0,58386663.76,6.74
11/11/2020,ARKQ,ALPHABET INC-CL C,GOOG,22884.0,40109015.64,4.63
