date,fund,company,ticker,shares,market value($),weight(%)
12/9/2020,ARKF,SQUARE INC - A,SQ,730686.0,151281229.44,10.65
12/9/2020,ARKF,PINTEREST INC- CLASS A,PINS,976616.0,66868897.52,4.71
12/9/2020,ARKF,MERCADOLIBRE INC,MELI,43417.0,66711957.18,4.7
12/9/2020,ARKF,ZILLOW GROUP INC - C,Z,506507.0,59377815.61,4.18
12/9/2020,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,533789.0,58807534.13,4.14
12/9/2020,ARKF,SEA LTD-ADR,SE,273374.0,55407442.32,3.9
12/9/2020,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,683778.0,51003001.02,3.5900000000000003
12/9/2020,ARKF,ADYEN NV,ADYEN,24194.0,50826748.65,3.58
12/9/2020,ARKF,PAYPAL HOLDINGS INC,PYPL,239720.0,50532976.0,3.56
12/9/2020,ARKF,LENDINGTREE INC,TREE UW,162449.0,43252046.25,3.05
12/9/2020,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,161127.0,42505302.6,2.9900000000000007
12/9/2020,ARKF,MEITUAN-CLASS B,3690,1090015.0,40272234.79,2.8400000000000003
12/9/2020,ARKF,SNAP INC - A,SNAP,720370.0,35406185.5,2.4899999999999998
12/9/2020,ARKF,TWILIO INC - A,TWLO,112577.0,35184815.58,2.48
12/9/2020,ARKF,DOCUSIGN INC,DOCU,152718.0,33746096.46,2.3800000000000003
12/9/2020,ARKF,APPLE INC,AAPL,257594.0,31369797.32,2.21
12/9/2020,ARKF,FACEBOOK INC-CLASS A,FB,111128.0,30884693.76,2.18
12/9/2020,ARKF,AMAZON.COM INC,AMZN,9858.0,30601203.6,2.16
12/9/2020,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,499396.0,28874161.64,2.03
12/9/2020,ARKF,Z HOLDINGS CORP,4689,4792107.0,28176421.08,1.9800000000000002
12/9/2020,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,5905945.0,26361234.17,1.8599999999999999
12/9/2020,ARKF,SPLUNK INC,SPLK,167386.0,26043587.74,1.83
12/9/2020,ARKF,INTUIT INC,INTU,66998.0,24399331.64,1.72
12/9/2020,ARKF,WORKDAY INC-CLASS A,WDAY,102018.0,22390910.64,1.58
12/9/2020,ARKF,PINDUODUO INC-ADR,PDD,138443.0,20430033.51,1.44
12/9/2020,ARKF,SOCIAL CAPITAL HEDOSOPHIA-A,IPOB,764405.0,20501342.1,1.44
12/9/2020,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,189696.0,19808056.32,1.4
12/9/2020,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,163393.0,19757481.56,1.39
