date,fund,company,ticker,shares,market value($),weight(%)
10/30/2020,ARKF,SQUARE INC - A,SQ,572766.0,88709998.08,9.91
10/30/2020,ARKF,PINTEREST INC- CLASS A,PINS,886114.0,52236420.3,5.84
10/30/2020,ARKF,MERCADOLIBRE INC,MELI,36339.0,44117362.95,4.93
10/30/2020,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,495653.0,37838150.02,4.2299999999999995
10/30/2020,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,386958.0,36528835.2,4.08
10/30/2020,ARKF,LENDINGTREE INC,TREE UW,109632.0,35475818.88,3.9600000000000004
10/30/2020,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,107340.0,32705424.6,3.65
10/30/2020,ARKF,SEA LTD-ADR,SE,198137.0,31246204.9,3.49
10/30/2020,ARKF,ADYEN NV,ADYEN,17554.0,29592973.69,3.3099999999999996
10/30/2020,ARKF,MEITUAN-CLASS B,3690,791215.0,29413500.55,3.29
10/30/2020,ARKF,ZILLOW GROUP INC - C,Z,330442.0,29283770.04,3.27
10/30/2020,ARKF,PAYPAL HOLDINGS INC,PYPL,149500.0,27826435.0,3.11
10/30/2020,ARKF,Z HOLDINGS CORP,4689,3906812.0,27057924.27,3.02
10/30/2020,ARKF,SNAP INC - A,SNAP,643988.0,25366687.32,2.83
10/30/2020,ARKF,AMAZON.COM INC,AMZN,7913.0,24025054.95,2.68
10/30/2020,ARKF,APPLE INC,AAPL,211037.0,22973487.82,2.5700000000000003
10/30/2020,ARKF,TWILIO INC - A,TWLO,81559.0,22752514.23,2.54
10/30/2020,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,4278045.0,22238660.24,2.48
10/30/2020,ARKF,FACEBOOK INC-CLASS A,FB,80546.0,21192458.06,2.37
10/30/2020,ARKF,SPLUNK INC,SPLK,93235.0,18464259.4,2.06
10/30/2020,ARKF,INTUIT INC,INTU,48561.0,15281175.48,1.71
10/30/2020,ARKF,DOCUSIGN INC,DOCU,74003.0,14967106.75,1.67
10/30/2020,ARKF,WORKDAY INC-CLASS A,WDAY,61339.0,12888550.68,1.44
10/30/2020,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,366596.0,11727329.82,1.31
10/30/2020,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,137466.0,11529273.42,1.29
10/30/2020,ARKF,PINDUODUO INC-ADR,PDD,128221.0,11537325.58,1.29
10/30/2020,ARKF,SLACK TECHNOLOGIES INC- CL A,WORK,451662.0,11553513.96,1.29
10/30/2020,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,118385.0,11377982.35,1.27
10/30/2020,ARKF,SCHWAB (CHARLES) CORP,SCHW,264196.0,10861097.56,1.21
10/30/2020,ARKF,SBI HOLDINGS INC,8473,464074.0,10607279.07,1.18
10/30/2020,ARKF,HDFC BANK LTD-ADR,HDB,178353.0,10244596.32,1.1400000000000001
10/30/2020,ARKF,INTERACTIVE BROKERS GRO-CL A,IBKR,204519.0,9728968.83,1.09
10/30/2020,ARKF,YEAHKA LTD,9923,1770800.0,9410765.56,1.05
10/30/2020,ARKF,NVIDIA CORP,NVDA,18824.0,9437600.64,1.05
10/30/2020,ARKF,JD.COM INC-ADR,JD,107648.0,8775464.96,0.98
10/30/2020,ARKF,LENDINGCLUB CORP,LC,1879598.0,8777722.66,0.98
10/30/2020,ARKF,TRANSUNION,TRU,103979.0,8282967.14,0.9299999999999999
10/30/2020,ARKF,DISCOVERY LTD,DSY,1259773.0,8283014.73,0.9299999999999999
10/30/2020,ARKF,VERISK ANALYTICS INC,VRSK,42066.0,7486486.02,0.84
10/30/2020,ARKF,TCS GROUP HOLDING-GDR REG S,,311797.0,7451948.3,0.83
10/30/2020,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,274943.0,6147725.48,0.69
10/30/2020,ARKF,MARKETAXESS HOLDINGS INC,MKTX,9138.0,4924011.3,0.55
10/30/2020,ARKF,ZSCALER INC,ZS,32574.0,4421920.5,0.49
10/30/2020,ARKF,SHOPIFY INC - CLASS A,SHOP,4295.0,3974721.85,0.44
10/30/2020,ARKF,SOCIAL CAPITAL HEDOSOPHIA-A,IPOB,216144.0,3553407.36,0.4
10/30/2020,ARKF,MORGAN STANLEY GOVT INSTL 8035,,1933399.07,1933399.07,0.22
10/30/2020,ARKF,JAPANESE YEN,,25826467.0,246682.91,0.03
10/30/2020,ARKF,JAPANESE YEN,,12913233.0,123341.45,0.01
10/30/2020,ARKG,INVITAE CORP,NVTA,6276325.0,246094703.25,8.84
10/30/2020,ARKG,CRISPR THERAPEUTICS AG,CRSP,2560006.0,235059750.92,8.44
10/30/2020,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,15276473.0,200274561.03,7.19
10/30/2020,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,2962140.0,160192531.2,5.75
10/30/2020,ARKG,TWIST BIOSCIENCE CORP,TWST,1675334.0,128397597.76,4.61
10/30/2020,ARKG,CAREDX INC,CDNA,2206586.0,108233043.3,3.8899999999999997
10/30/2020,ARKG,IOVANCE BIOTHERAPEUTICS INC,IOVA,2933594.0,104670633.92,3.7600000000000002
10/30/2020,ARKG,PERSONALIS INC,PSNL,3943430.0,97521023.9,3.5000000000000004
10/30/2020,ARKG,EXACT SCIENCES CORP,EXAS,767538.0,95044230.54,3.4099999999999997
10/30/2020,ARKG,SERES THERAPEUTICS INC,MCRB,3372855.0,94068925.95,3.38
10/30/2020,ARKG,TELADOC HEALTH INC,TDOC,474750.0,93269385.0,3.35
10/30/2020,ARKG,COMPUGEN LTD,CGEN,6083315.0,78413930.35,2.82
10/30/2020,ARKG,FATE THERAPEUTICS INC,FATE,1708968.0,75878179.2,2.7199999999999998
10/30/2020,ARKG,PURE STORAGE INC - CLASS A,PSTG,4447219.0,71600225.9,2.5700000000000003
10/30/2020,ARKG,CELLECTIS - ADR,CLLS,4378168.0,69656652.88,2.5
10/30/2020,ARKG,ILLUMINA INC,ILMN,234711.0,68699909.7,2.47
10/30/2020,ARKG,INCYTE CORP,INCY,770709.0,66774227.76,2.4
10/30/2020,ARKG,EDITAS MEDICINE INC,EDIT,2026424.0,62697558.56,2.25
10/30/2020,ARKG,VERACYTE INC,VCYT,1784371.0,61846298.86,2.22
10/30/2020,ARKG,INTELLIA THERAPEUTICS INC,NTLA,2409636.0,57686685.84,2.07
10/30/2020,ARKG,IONIS PHARMACEUTICALS INC,IONS,945706.0,44400896.7,1.59
10/30/2020,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,209516.0,43654753.76,1.5700000000000003
10/30/2020,ARKG,CERUS CORP,CERS,8188288.0,42988512.0,1.54
10/30/2020,ARKG,ACCOLADE INC,ACCD,1141383.0,39971232.66,1.44
10/30/2020,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,853240.0,39317299.2,1.41
10/30/2020,ARKG,10X GENOMICS INC-CLASS A,TXG,274216.0,37540170.4,1.35
10/30/2020,ARKG,TAKEDA PHARMACEUTIC-SP ADR,TAK UN,1963866.0,30223897.74,1.09
10/30/2020,ARKG,SCHRODINGER INC,SDGR,613709.0,29936725.02,1.0699999999999998
10/30/2020,ARKG,GUARDANT HEALTH INC,GH,277680.0,29617348.8,1.06
10/30/2020,ARKG,NOVARTIS AG-SPONSORED ADR,NVS,358827.0,28017212.16,1.01
10/30/2020,ARKG,SYROS PHARMACEUTICALS INC,SYRS,3789135.0,25273530.45,0.91
10/30/2020,ARKG,PHREESIA INC,PHR,676769.0,25020149.93,0.9000000000000001
10/30/2020,ARKG,CASTLE BIOSCIENCES INC,CSTL,531400.0,24672902.0,0.89
10/30/2020,ARKG,CODEXIS INC,CDXS,1676118.0,22309130.58,0.8
