No.,date,fund,company,ticker,holding,market value($),weight(%),action,shares,% change
1,2021-07-07,ARKK,TESLA INC,TSLA,3509418.0,2314741924.44,9.55,Sell,8289.0,
2,2021-07-07,ARKK,ROKU INC,ROKU,3520625.0,1532105587.5,6.32,Sell,8316.0,
3,2021-07-07,ARKK,TELADOC HEALTH INC,TDOC,8639494.0,1412816453.82,5.83,Sell,20403.0,
4,2021-07-07,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,2812148.0,1128008805.76,4.65,Sell,6642.0,
5,2021-07-07,ARKK,SQUARE INC - A,SQ,4469606.0,1102651800.2,4.55,Sell,10557.0,
6,2021-07-07,ARKK,SHOPIFY INC - CLASS A,SHOP,729568.0,1122097471.04,4.63,Sell,1719.0,
7,2021-07-07,ARKK,TWILIO INC - A,TWLO,2318443.0,914370734.77,3.77,Sell,5472.0,
8,2021-07-07,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,3334934.0,878821807.68,3.62,Sell,7875.0,
9,2021-07-07,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,3597866.0,846973635.06,3.49,Sell,8496.0,
10,2021-07-07,ARKK,UNITY SOFTWARE INC,U,7751605.0,826708673.25,3.41,Sell,18305.0,
11,2021-07-07,ARKK,CRISPR THERAPEUTICS AG,CRSP,4953094.0,733553221.4,3.03,Sell,11700.0,
12,2021-07-07,ARKK,ZILLOW GROUP INC - C,Z,6397707.0,765677573.76,3.16,Sell,15111.0,
13,2021-07-07,ARKK,INTELLIA THERAPEUTICS INC,NTLA,4450056.0,665060869.2,2.74,Sell,11680.0,
14,2021-07-07,ARKK,EXACT SCIENCES CORP,EXAS,5737012.0,699915464.0,2.89,Sell,13554.0,
15,2021-07-07,ARKK,BEAM THERAPEUTICS INC,BEAM,4610188.0,520812938.36,2.15,Sell,10890.0,
16,2021-07-07,ARKK,DOCUSIGN INC,DOCU,2127231.0,613025429.58,2.53,Sell,5022.0,
17,2021-07-07,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,22538735.0,556255979.8,2.29,Sell,53235.0,
18,2021-07-07,ARKK,10X GENOMICS INC-CLASS A,TXG,2704157.0,519576725.98,2.14,Sell,6390.0,
19,2021-07-07,ARKK,TWITTER INC,TWTR,6592305.0,462845734.05,1.91,Sell,15570.0,
20,2021-07-07,ARKK,DRAFTKINGS INC - CL A,DKNG,8772129.0,451676922.21,1.86,Sell,20718.0,
21,2021-07-07,ARKK,INVITAE CORP,NVTA,12763879.0,424271337.96,1.75,Sell,33500.0,
22,2021-07-07,ARKK,UIPATH INC - CLASS A,PATH,6081268.0,393762103.0,1.62,Sell,14364.0,
23,2021-07-07,ARKK,SEA LTD-ADR,SE,1383667.0,381449318.56,1.57,Sell,3267.0,
24,2021-07-07,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,8336161.0,328861551.45,1.36,Sell,19692.0,
25,2021-07-07,ARKK,FATE THERAPEUTICS INC,FATE,3377574.0,295166191.86,1.22,Sell,7973.0,
26,2021-07-07,ARKK,SKILLZ INC,SKLZ,15452397.0,292050303.3,1.2,Sell,36495.0,
27,2021-07-07,ARKK,TUSIMPLE HOLDINGS INC - A,TSP,4606177.0,290787954.01,1.2,Sell,10881.0,
28,2021-07-07,ARKK,TWIST BIOSCIENCE CORP,TWST,2174783.0,277611049.95,1.14,Sell,5710.0,
29,2021-07-07,ARKK,NINTENDO CO LTD-UNSPONS ADR,NTDOY,3795929.0,285795494.41,1.18,Sell,8963.0,
30,2021-07-07,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,10412043.0,266964782.52,1.1,Sell,27330.0,
31,2021-07-07,ARKK,EDITAS MEDICINE INC,EDIT,4587154.0,220825593.56,0.91,Sell,12040.0,
32,2021-07-07,ARKK,TERADYNE INC,TER,1933732.0,244559086.04,1.01,Sell,4572.0,
33,2021-07-07,ARKK,PAGERDUTY INC,PD,5620908.0,236078136.0,0.97,Sell,13275.0,
34,2021-07-07,ARKK,2U INC,TWOU,5551844.0,241671769.32,1.0,Sell,14570.0,
35,2021-07-07,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,6367270.0,210310928.1,0.87,Sell,15038.0,
36,2021-07-07,ARKK,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,2845431.0,203818222.53,0.84,Sell,6723.0,
37,2021-07-07,ARKK,PROTO LABS INC,PRLB,2142960.0,195245085.6,0.81,Sell,5630.0,
38,2021-07-07,ARKK,BERKELEY LIGHTS INC,BLI,3527147.0,167327853.68,0.69,Sell,8334.0,
39,2021-07-07,ARKK,PURE STORAGE INC - CLASS A,PSTG,7341255.0,143081059.95,0.59,Sell,17343.0,
40,2021-07-07,ARKK,TRIMBLE INC,TRMB,1710340.0,141496428.2,0.58,Sell,4041.0,
41,2021-07-07,ARKK,VERACYTE INC,VCYT,3337545.0,133468424.55,0.55,Sell,7884.0,
42,2021-07-07,ARKK,KE HOLDINGS INC-ADR,BEKE,2644212.0,111136230.36,0.46,Sell,6246.0,
43,2021-07-07,ARKK,NANOSTRING TECHNOLOGIES INC,NSTG,1907995.0,119822086.0,0.49,Sell,4509.0,
44,2021-07-07,ARKK,SERES THERAPEUTICS INC,MCRB,5539837.0,111572317.18,0.46,Sell,14540.0,
45,2021-07-07,ARKK,STRATASYS LTD,SSYS,4462538.0,107547165.8,0.44,Sell,11720.0,
46,2021-07-07,ARKK,MATERIALISE NV-ADR,MTLS,3975084.0,97111302.12,0.4,Sell,10440.0,
47,2021-07-07,ARKK,NOVARTIS AG-SPONSORED ADR,NVS,988726.0,90547527.08,0.37,Sell,2340.0,
48,2021-07-07,ARKK,CERUS CORP,CERS,13138276.0,71472221.44,0.29,Sell,34490.0,
49,2021-07-07,ARKK,COMPUGEN LTD,CGEN,6912139.0,53292591.69,0.22,Sell,18150.0,
50,2021-07-07,ARKK,INTERCONTINENTAL EXCHANGE IN,ICE,94271.0,11122092.58,0.05,Sell,225.0,
51,2021-07-07,ARKQ,TESLA INC,TSLA,493324.0,325386643.92,10.85,Sell,689.0,
52,2021-07-07,ARKQ,JD.COM INC-ADR,JD,2722539.0,197084598.21,6.57,Sell,3803.0,
53,2021-07-07,ARKQ,TRIMBLE INC,TRMB,2359175.0,195174547.75,6.51,Sell,3296.0,
54,2021-07-07,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,6908556.0,195097621.44,6.5,Sell,9650.0,
55,2021-07-07,ARKQ,ALPHABET INC-CL C,GOOG,54158.0,140562756.36,4.69,Sell,75.0,
56,2021-07-07,ARKQ,BAIDU INC - SPON ADR,BIDU,678340.0,126815663.0,4.23,Sell,948.0,
57,2021-07-07,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,3129937.0,123476014.65,4.12,Sell,4372.0,
58,2021-07-07,ARKQ,3D SYSTEMS CORP,DDD,2747426.0,98907336.0,3.3,Sell,3838.0,
59,2021-07-07,ARKQ,UNITY SOFTWARE INC,U,932671.0,99469362.15,3.32,Sell,1303.0,
60,2021-07-07,ARKQ,UIPATH INC - CLASS A,PATH,1359222.0,88009624.5,2.93,Sell,1899.0,
61,2021-07-07,ARKQ,LOCKHEED MARTIN CORP,LMT,219723.0,83202508.41,2.77,Sell,307.0,
62,2021-07-07,ARKQ,TERADYNE INC,TER,601009.0,76009608.23,2.53,Sell,840.0,
63,2021-07-07,ARKQ,DEERE & CO,DE,219653.0,76757740.85,2.56,Sell,307.0,
64,2021-07-07,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,2286545.0,70699971.4,2.36,Sell,3194.0,
65,2021-07-07,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,2806051.0,70095153.98,2.34,Sell,3920.0,
66,2021-07-07,ARKQ,NXP SEMICONDUCTORS NV,NXPI,335258.0,67634948.92,2.25,Sell,469.0,
67,2021-07-07,ARKQ,NANO DIMENSION LTD - ADR,NNDM,7675339.0,58332576.4,1.94,Sell,10722.0,
68,2021-07-07,ARKQ,CATERPILLAR INC,CAT,244124.0,52125356.48,1.74,Sell,341.0,
69,2021-07-07,ARKQ,MAGNA INTERNATIONAL INC,MGA,548534.0,49878196.62,1.66,Sell,767.0,
70,2021-07-07,ARKQ,BYD CO LTD-UNSPONSORED ADR,BYDDY,859124.0,49159075.28,1.64,Sell,1201.0,
71,2021-07-07,ARKQ,INTUITIVE SURGICAL INC,ISRG,52063.0,49357806.52,1.65,Sell,73.0,
72,2021-07-07,ARKQ,TUSIMPLE HOLDINGS INC - A,TSP,769025.0,48548548.25,1.62,Sell,1075.0,
73,2021-07-07,ARKQ,RAVEN INDUSTRIES INC,RAVN,711295.0,40899462.5,1.36,Sell,994.0,
74,2021-07-07,ARKQ,2U INC,TWOU,922501.0,40156468.53,1.34,Sell,1289.0,
75,2021-07-07,ARKQ,NVIDIA CORP,NVDA,46528.0,38522392.32,1.28,Sell,65.0,
76,2021-07-07,ARKQ,TELEDYNE TECHNOLOGIES INC,TDY,90781.0,38339539.73,1.28,Sell,127.0,
77,2021-07-07,ARKQ,VUZIX CORP,VUZI,2162083.0,38744527.36,1.29,Sell,3021.0,
78,2021-07-07,ARKQ,MATERIALISE NV-ADR,MTLS,1570648.0,38370930.64,1.28,Sell,2195.0,
79,2021-07-07,ARKQ,AEROVIRONMENT INC,AVAV,382939.0,37623756.75,1.25,Sell,536.0,
