No.,date,fund,company,ticker,holding,market value($),weight(%),action,shares,% change
1,2021-04-07,ARKK,TESLA INC,TSLA,3859453.0,2669274883.86,10.89,Buy,25376.0,
2,2021-04-07,ARKK,SQUARE INC - A,SQ,6705666.0,1585890009.0,6.47,Buy,44087.0,
3,2021-04-07,ARKK,TELADOC HEALTH INC,TDOC,8104581.0,1473899100.66,6.01,Buy,53300.0,
4,2021-04-07,ARKK,ROKU INC,ROKU,3897614.0,1400685543.18,5.71,Buy,25636.0,
5,2021-04-07,ARKK,ZILLOW GROUP INC - C,Z,6613777.0,927846775.33,3.79,Buy,43498.0,
6,2021-04-07,ARKK,BAIDU INC - SPON ADR,BIDU,3537946.0,801521666.3,3.27,Buy,23270.0,
7,2021-04-07,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,2386132.0,786922472.28,3.21,Buy,15704.0,
8,2021-04-07,ARKK,SHOPIFY INC - CLASS A,SHOP,662455.0,765890723.7,3.12,Buy,4377.0,
9,2021-04-07,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,2723662.0,768998729.08,3.14,Buy,17914.0,
10,2021-04-07,ARKK,EXACT SCIENCES CORP,EXAS,4965026.0,677527447.96,2.76,Buy,32656.0,
11,2021-04-07,ARKK,CRISPR THERAPEUTICS AG,CRSP,5300997.0,644760265.11,2.63,Sell,12177.0,
12,2021-04-07,ARKK,TWILIO INC - A,TWLO,1807449.0,646217240.97,2.64,Buy,11882.0,
13,2021-04-07,ARKK,INVITAE CORP,NVTA,15243705.0,614931059.7,2.51,Sell,35019.0,
14,2021-04-07,ARKK,UNITY SOFTWARE INC,U,5706553.0,583380913.19,2.38,Buy,37544.0,
15,2021-04-07,ARKK,DOCUSIGN INC,DOCU,2263824.0,465691235.04,1.9,Buy,14898.0,
16,2021-04-07,ARKK,INTELLIA THERAPEUTICS INC,NTLA,5638241.0,448916748.42,1.83,Sell,12951.0,
17,2021-04-07,ARKK,10X GENOMICS INC-CLASS A,TXG,2128240.0,419774057.6,1.71,Buy,13979.0,
18,2021-04-07,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,12007757.0,384728534.28,1.57,Buy,79023.0,
19,2021-04-07,ARKK,KE HOLDINGS INC,BEKE,6463284.0,388831165.44,1.59,Buy,42510.0,
20,2021-04-07,ARKK,PURE STORAGE INC - CLASS A,PSTG,17196420.0,380040882.0,1.55,Sell,39501.0,
21,2021-04-07,ARKK,SEA LTD-ADR,SE,1608384.0,397319099.52,1.62,Buy,10582.0,
22,2021-04-07,ARKK,NINTENDO CO LTD-UNSPONS ADR,NTDOY,4934507.0,359528180.02,1.47,Buy,32448.0,
23,2021-04-07,ARKK,TWIST BIOSCIENCE CORP,TWST,2755560.0,354502794.0,1.45,Sell,6336.0,
24,2021-04-07,ARKK,PROTO LABS INC,PRLB,2715274.0,323633508.06,1.32,Sell,6237.0,
25,2021-04-07,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,7848759.0,321092730.69,1.31,Buy,51636.0,
26,2021-04-07,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,13180993.0,306721707.11,1.25,Buy,86710.0,
27,2021-04-07,ARKK,INTERCONTINENTAL EXCHANGE IN,ICE,2658979.0,302884297.89,1.24,Buy,17498.0,
28,2021-04-07,ARKK,TWITTER INC,TWTR,4495270.0,301183090.0,1.23,Buy,29562.0,
