No.,date,fund,company,ticker,holding,market value($),weight(%),action,shares,% change
1,2020-11-27,ARKF,ADYEN NV,ADYEN,21234.0,41027468.7,3.3099999999999996,Hold,0.0,4.411294315964086
2,2020-11-27,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,141369.0,39085701.12,3.15,Hold,0.0,-0.44649287051707365
3,2020-11-27,ARKF,AMAZON.COM INC,AMZN,8674.0,27716379.16,2.23,Hold,0.0,0.3224418929568283
4,2020-11-27,ARKF,APPLE INC,AAPL,225996.0,26348873.64,2.12,Hold,0.0,0.48263380160304
5,2020-11-27,ARKF,DISCOVERY LTD,DSY,1524845.0,12648045.8,1.02,Hold,0.0,-2.975131324387198
6,2020-11-27,ARKF,DOCUSIGN INC,DOCU,117566.0,26672198.42,2.15,Hold,0.0,1.2134731206781297
7,2020-11-27,ARKF,FACEBOOK INC-CLASS A,FB,97512.0,27089808.72,2.18,Hold,0.0,0.8055444682317959
8,2020-11-27,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,143339.0,17589128.69,1.4200000000000002,Hold,0.0,2.754982415005876
9,2020-11-27,ARKF,HDFC BANK LTD-ADR,HDB,182967.0,12408821.94,1.0,Hold,0.0,-0.5717636710159866
10,2020-11-27,ARKF,INTERACTIVE BROKERS GRO-CL A,IBKR,247585.0,13396824.35,1.08,Hold,0.0,2.7925531914893558
11,2020-11-27,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,468363.0,49173431.37,3.9699999999999998,Hold,0.0,1.0199172519965232
12,2020-11-27,ARKF,INTUIT INC,INTU,58784.0,20823644.16,1.68,Hold,0.0,1.0756983479327744
13,2020-11-27,ARKF,JD.COM INC-ADR,JD,157178.0,14053284.98,1.13,Hold,0.0,1.3374135781480292
14,2020-11-27,ARKF,KE HOLDINGS INC,BEKE,149181.0,9616207.26,0.7799999999999999,Hold,0.0,6.545454545454543
15,2020-11-27,ARKF,LENDINGCLUB CORP,LC,1879598.0,14980396.06,1.21,Hold,0.0,-1.361386138613857
16,2020-11-27,ARKF,LENDINGTREE INC,TREE UW,142538.0,36984334.86,2.98,Hold,0.0,-0.23837902264601357
17,2020-11-27,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,440196.0,24287727.86,1.96,Hold,0.0,8.071443289793113
18,2020-11-27,ARKF,MARKETAXESS HOLDINGS INC,MKTX,11070.0,5910162.3,0.48,Hold,0.0,3.7989695732477853
19,2020-11-27,ARKF,MEITUAN-CLASS B,3690,956815.0,38516538.07,3.11,Hold,0.0,6.267029965159164
20,2020-11-27,ARKF,MERCADOLIBRE INC,MELI,38089.0,57645035.27,4.650000000000001,Hold,0.0,2.23391607446838
21,2020-11-27,ARKF,MORGAN STANLEY GOVT INSTL 8035,,2665623.28,2665623.28,0.21,Buy,212575.84999999963,
22,2020-11-27,ARKF,NVIDIA CORP,NVDA,22800.0,12094260.0,0.98,Hold,0.0,0.2002304539186611
23,2020-11-27,ARKF,PAYPAL HOLDINGS INC,PYPL,210342.0,44464195.38,3.5900000000000003,Hold,0.0,-1.4315023780658345
24,2020-11-27,ARKF,PINDUODUO INC-ADR,PDD,121423.0,17490983.15,1.41,Hold,0.0,5.997056659308311
25,2020-11-27,ARKF,PINTEREST INC- CLASS A,PINS,856904.0,59743346.88,4.82,Hold,0.0,3.411450608128157
26,2020-11-27,ARKF,SBI HOLDINGS INC,8473,475262.0,13068620.14,1.05,Hold,0.0,-0.4744663797198083
27,2020-11-27,ARKF,SCHWAB (CHARLES) CORP,SCHW,319803.0,15894209.1,1.28,Hold,0.0,-0.1005025125628164
28,2020-11-27,ARKF,SEA LTD-ADR,SE,239852.0,43784982.6,3.53,Hold,0.0,2.729319077096237
29,2020-11-27,ARKF,SHOPIFY INC - CLASS A,SHOP,12688.0,13124340.32,1.06,Hold,0.0,1.4585295040803556
30,2020-11-27,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,414194.0,13697395.58,1.0999999999999999,Hold,0.0,-5.189220183486243
31,2020-11-27,ARKF,SLACK TECHNOLOGIES INC- CL A,WORK,546708.0,22234614.36,1.79,Hold,0.0,-0.07371007371008308
32,2020-11-27,ARKF,SNAP INC - A,SNAP,632050.0,29093261.5,2.35,Hold,0.0,1.0316066725197541
33,2020-11-27,ARKF,SOCIAL CAPITAL HEDOSOPHIA-A,IPOB,670682.0,14620867.6,1.18,Hold,0.0,6.705824767498775
34,2020-11-27,ARKF,SPLUNK INC,SPLK,112853.0,23025397.59,1.8599999999999999,Hold,0.0,2.5998189681182815
35,2020-11-27,ARKF,SQUARE INC - A,SQ,641146.0,136256347.92,10.99,Hold,0.0,-0.18786398647379735
36,2020-11-27,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,166400.0,16430336.0,1.32,Hold,0.0,1.2821827879782541
37,2020-11-27,ARKF,TCS GROUP HOLDING-GDR REG S,,377435.0,11379665.25,0.9199999999999999,Hold,0.0,-0.3305785123966942
38,2020-11-27,ARKF,TELADOC HEALTH INC,TDOC,31633.0,6214302.85,0.5,Hold,0.0,3.074662888923866
39,2020-11-27,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,599936.0,45565139.2,3.6700000000000004,Hold,0.0,1.6053511705685686
40,2020-11-27,ARKF,TRANSUNION,TRU,125894.0,11689257.9,0.9400000000000001,Hold,0.0,-0.8542445274959894
41,2020-11-27,ARKF,TWILIO INC - A,TWLO,98739.0,31502677.95,2.54,Hold,0.0,4.43535188216039
42,2020-11-27,ARKF,VERISK ANALYTICS INC,VRSK,50925.0,10094862.75,0.8100000000000002,Hold,0.0,1.3342194049688172
43,2020-11-27,ARKF,WORKDAY INC-CLASS A,WDAY,89512.0,20038156.32,1.6200000000000003,Hold,0.0,4.179076693968735
44,2020-11-27,ARKF,YEAHKA LTD,9923,2138800.0,10872541.48,0.88,Hold,0.0,4.787234012306945
45,2020-11-27,ARKF,Z HOLDINGS CORP,4689,4200107.0,26166652.48,2.11,Hold,0.0,4.571009262882106
46,2020-11-27,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,5180745.0,24832229.34,2.0,Hold,0.0,3.0513175981931755
47,2020-11-27,ARKF,ZILLOW GROUP INC - C,Z,444421.0,48019689.05,3.8699999999999997,Hold,0.0,0.8964422448407806
48,2020-11-27,ARKF,ZSCALER INC,ZS,680.0,101823.2,0.01,Hold,0.0,1.905539676058255
49,2020-11-27,ARKG,10X GENOMICS INC-CLASS A,TXG,318156.0,47936564.52,1.22,Hold,0.0,6.979551263845508
50,2020-11-27,ARKG,ACCOLADE INC,ACCD,1412592.0,73228769.28,1.87,Hold,0.0,2.5722200237435606
51,2020-11-27,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,921962.0,43332214.0,1.11,Hold,0.0,2.552912939122843
52,2020-11-27,ARKG,AQUABOUNTY TECHNOLOGIES,AQB,5320684.0,22134045.44,0.57,Hold,0.0,0.0
53,2020-11-27,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,3642435.0,276825060.0,7.07,Hold,0.0,25.35048655780966
54,2020-11-27,ARKG,BEAM THERAPEUTICS INC,BEAM,591768.0,28203662.88,0.72,Hold,0.0,6.645782054150805
55,2020-11-27,ARKG,BERKELEY LIGHTS INC,BLI,792524.0,64939416.56,1.66,Hold,0.0,5.0782251859451115
56,2020-11-27,ARKG,CAREDX INC,CDNA,2533157.0,145656527.5,3.7199999999999998,Hold,0.0,2.5320970042795987
