No.,date,fund,company,ticker,holding,market value($),weight(%),action,shares,% change
1,2020-12-01,ARKF,ADYEN NV,ADYEN,21834.0,42069059.43,3.32,Buy,320.0,
2,2020-12-01,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,145374.0,38380189.74,3.0300000000000002,Buy,2136.0,
3,2020-12-01,ARKF,AMAZON.COM INC,AMZN,8914.0,28703793.12,2.27,Buy,128.0,
4,2020-12-01,ARKF,APPLE INC,AAPL,232401.0,28520250.72,2.25,Buy,3416.0,
5,2020-12-01,ARKF,DISCOVERY LTD,DSY,1568022.0,12585311.19,0.9900000000000001,Buy,23024.0,
6,2020-12-01,ARKF,DOCUSIGN INC,DOCU,120896.0,26078476.16,2.06,Buy,1776.0,
7,2020-12-01,ARKF,FACEBOOK INC-CLASS A,FB,100272.0,28732941.6,2.27,Buy,1472.0,
8,2020-12-01,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,147404.0,18272199.84,1.44,Buy,2168.0,
9,2020-12-01,ARKF,HDFC BANK LTD-ADR,HDB,188157.0,13214266.11,1.04,Buy,2768.0,
10,2020-12-01,ARKF,INTERACTIVE BROKERS GRO-CL A,IBKR,254605.0,13743577.9,1.09,Buy,3744.0,
11,2020-12-01,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,481623.0,51610720.68,4.08,Buy,7072.0,
12,2020-12-01,ARKF,INTUIT INC,INTU,60449.0,21569412.18,1.7000000000000002,Buy,888.0,
13,2020-12-01,ARKF,JAPANESE YEN,,20845618.0,199852.53,0.02,Sell,188894.0,
14,2020-12-01,ARKF,JD.COM INC-ADR,JD,161633.0,13796992.88,1.09,Buy,2376.0,
15,2020-12-01,ARKF,KE HOLDINGS INC,BEKE,153411.0,9878134.29,0.7799999999999999,Buy,2256.0,
16,2020-12-01,ARKF,LENDINGCLUB CORP,LC,1879598.0,15431499.58,1.22,Hold,0.0,2.8822055137844678
17,2020-12-01,ARKF,LENDINGTREE INC,TREE UW,146573.0,36388212.98,2.88,Buy,2152.0,
18,2020-12-01,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,452196.0,23767596.52,1.8800000000000001,Buy,6400.0,
19,2020-12-01,ARKF,MARKETAXESS HOLDINGS INC,MKTX,11385.0,6223154.85,0.49,Buy,168.0,
20,2020-12-01,ARKF,MEITUAN-CLASS B,3690,983815.0,36703406.03,2.9000000000000004,Buy,14400.0,
21,2020-12-01,ARKF,MERCADOLIBRE INC,MELI,39169.0,59601900.54,4.71,Buy,576.0,
22,2020-12-01,ARKF,MORGAN STANLEY GOVT INSTL 8035,,3092744.85,3092744.85,0.24,Buy,428121.5700000003,
23,2020-12-01,ARKF,NVIDIA CORP,NVDA,23460.0,12565176.0,0.9900000000000001,Buy,352.0,
24,2020-12-01,ARKF,PAYPAL HOLDINGS INC,PYPL,216297.0,46836952.38,3.7000000000000006,Buy,3176.0,
25,2020-12-01,ARKF,PINDUODUO INC-ADR,PDD,124873.0,17050159.42,1.35,Buy,1840.0,
26,2020-12-01,ARKF,PINTEREST INC- CLASS A,PINS,881159.0,60103855.39,4.75,Buy,12936.0,
27,2020-12-01,ARKF,SBI HOLDINGS INC,8473,488762.0,13626574.91,1.08,Buy,7200.0,
28,2020-12-01,ARKF,SCHWAB (CHARLES) CORP,SCHW,328863.0,16449727.26,1.3,Buy,4832.0,
29,2020-12-01,ARKF,SEA LTD-ADR,SE,246647.0,43750244.86,3.46,Buy,3624.0,
30,2020-12-01,ARKF,SHOPIFY INC - CLASS A,SHOP,13048.0,13949094.88,1.0999999999999999,Buy,192.0,
31,2020-12-01,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,425924.0,15346041.72,1.21,Buy,6256.0,
32,2020-12-01,ARKF,SLACK TECHNOLOGIES INC- CL A,WORK,562188.0,24646321.92,1.95,Buy,8256.0,
33,2020-12-01,ARKF,SNAP INC - A,SNAP,649945.0,28922552.5,2.29,Buy,9544.0,
34,2020-12-01,ARKF,SOCIAL CAPITAL HEDOSOPHIA-A,IPOB,689680.0,13890155.2,1.0999999999999999,Buy,10136.0,
35,2020-12-01,ARKF,SPLUNK INC,SPLK,116048.0,23955788.64,1.8900000000000001,Buy,1704.0,
36,2020-12-01,ARKF,SQUARE INC - A,SQ,659296.0,133837088.0,10.58,Buy,9680.0,
37,2020-12-01,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,171117.0,17258860.62,1.3599999999999999,Buy,2512.0,
38,2020-12-01,ARKF,TCS GROUP HOLDING-GDR REG S,,388130.0,12148469.0,0.96,Buy,5704.0,
39,2020-12-01,ARKF,TELADOC HEALTH INC,TDOC,32533.0,6350116.27,0.5,Buy,480.0,
40,2020-12-01,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,616931.0,46023052.6,3.64,Buy,9064.0,
41,2020-12-01,ARKF,TRANSUNION,TRU,129464.0,12053098.4,0.95,Buy,1904.0,
42,2020-12-01,ARKF,TWILIO INC - A,TWLO,101544.0,31842167.52,2.52,Buy,1496.0,
43,2020-12-01,ARKF,VERISK ANALYTICS INC,VRSK,52380.0,10483333.2,0.83,Buy,776.0,
44,2020-12-01,ARKF,WORKDAY INC-CLASS A,WDAY,92047.0,20775007.9,1.6399999999999997,Buy,1352.0,
45,2020-12-01,ARKF,YEAHKA LTD,9923,2198800.0,11558673.09,0.91,Buy,32000.0,
46,2020-12-01,ARKF,Z HOLDINGS CORP,4689,4320107.0,26967275.47,2.13,Buy,64000.0,
47,2020-12-01,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,5327745.0,25876352.0,2.04,Buy,78400.0,
48,2020-12-01,ARKF,ZILLOW GROUP INC - C,Z,457006.0,48986473.14,3.8699999999999997,Buy,6712.0,
49,2020-12-01,ARKF,ZSCALER INC,ZS,710.0,107692.8,0.01,Buy,16.0,
50,2020-12-01,ARKG,10X GENOMICS INC-CLASS A,TXG,334982.0,50193702.88,1.17,Buy,9720.0,
51,2020-12-01,ARKG,ACCOLADE INC,ACCD,1487264.0,80832798.4,1.8900000000000001,Buy,43080.0,
52,2020-12-01,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,970686.0,47456838.54,1.11,Buy,28110.0,
53,2020-12-01,ARKG,ALPHABET INC-CL A,GOOGL,11630.0,20880036.8,0.49,Buy,330.0,
54,2020-12-01,ARKG,AQUABOUNTY TECHNOLOGIES,AQB,5601938.0,32211143.5,0.75,Buy,162300.0,
