No.,date,fund,company,ticker,holding,market value($),weight(%),action,shares,% change
1,2021-06-01,ARKK,TESLA INC,TSLA,3492407.0,2183522704.54,10.26,Sell,6433.0,
2,2021-06-01,ARKK,TELADOC HEALTH INC,TDOC,8610023.0,1296497263.34,6.09,Sell,15869.0,
3,2021-06-01,ARKK,ROKU INC,ROKU,3508613.0,1216471213.23,5.71,Sell,6468.0,
4,2021-06-01,ARKK,SQUARE INC - A,SQ,4454357.0,991183519.64,4.66,Sell,8211.0,
5,2021-06-01,ARKK,SHOPIFY INC - CLASS A,SHOP,727085.0,903672133.95,4.24,Buy,1682.0,
6,2021-06-01,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,2705027.0,896797601.31,4.21,Buy,2994.0,
7,2021-06-01,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,3173922.0,750759509.88,3.53,Sell,5852.0,
8,2021-06-01,ARKK,TWILIO INC - A,TWLO,2310374.0,776285664.0,3.65,Sell,4256.0,
9,2021-06-01,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,3103497.0,749711770.29,3.52,Sell,5719.0,
10,2021-06-01,ARKK,ZILLOW GROUP INC - C,Z,6375880.0,748018241.6,3.51,Sell,11753.0,
11,2021-06-01,ARKK,UNITY SOFTWARE INC,U,7580314.0,716036460.44,3.36,Sell,13972.0,
12,2021-06-01,ARKK,EXACT SCIENCES CORP,EXAS,5647584.0,624227459.52,2.93,Buy,92980.0,
13,2021-06-01,ARKK,CRISPR THERAPEUTICS AG,CRSP,4895771.0,578582216.78,2.72,Sell,9023.0,
14,2021-06-01,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,22461686.0,515495693.7,2.42,Sell,41405.0,
15,2021-06-01,ARKK,10X GENOMICS INC-CLASS A,TXG,2694927.0,485086860.0,2.28,Sell,4970.0,
16,2021-06-01,ARKK,DOCUSIGN INC,DOCU,2342831.0,472361586.22,2.22,Sell,4319.0,
17,2021-06-01,ARKK,DRAFTKINGS INC - CL A,DKNG,8047828.0,401989008.6,1.89,Sell,14833.0,
18,2021-06-01,ARKK,INVITAE CORP,NVTA,13782155.0,396650420.9,1.86,Sell,83812.0,
19,2021-06-01,ARKK,TWITTER INC,TWTR,6569815.0,381049270.0,1.79,Sell,12110.0,
20,2021-06-01,ARKK,BEAM THERAPEUTICS INC,BEAM,4594458.0,359424449.34,1.69,Sell,8470.0,
21,2021-06-01,ARKK,SEA LTD-ADR,SE,1378948.0,349204791.52,1.64,Sell,2541.0,
22,2021-06-01,ARKK,INTELLIA THERAPEUTICS INC,NTLA,4805130.0,360096442.2,1.69,Sell,29233.0,
23,2021-06-01,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,8307668.0,317435994.28,1.49,Sell,15316.0,
24,2021-06-01,ARKK,UIPATH INC - CLASS A,PATH,3646538.0,291066663.16,1.37,Sell,6704.0,
25,2021-06-01,ARKK,NINTENDO CO LTD-UNSPONS ADR,NTDOY,3782901.0,292493905.32,1.37,Sell,6972.0,
26,2021-06-01,ARKK,SKILLZ INC,SKLZ,15399592.0,261639068.08,1.23,Sell,28385.0,
27,2021-06-01,ARKK,TWIST BIOSCIENCE CORP,TWST,2348344.0,252000794.64,1.18,Sell,14283.0,
28,2021-06-01,ARKK,FATE THERAPEUTICS INC,FATE,3365855.0,257824493.0,1.21,Sell,6186.0,
29,2021-06-01,ARKK,TERADYNE INC,TER,1927042.0,255044008.7,1.2,Sell,3533.0,
30,2021-06-01,ARKK,PAGERDUTY INC,PD,5620670.0,228480235.5,1.07,Sell,34178.0,
31,2021-06-01,ARKK,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,2835720.0,222263733.6,1.04,Sell,5229.0,
32,2021-06-01,ARKK,2U INC,TWOU,5994728.0,218327993.76,1.03,Sell,36455.0,
33,2021-06-01,ARKK,PROTO LABS INC,PRLB,2314005.0,206848906.95,0.97,Sell,14076.0,
34,2021-06-01,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,11242758.0,208778016.06,0.98,Sell,68379.0,
35,2021-06-01,ARKK,TUSIMPLE HOLDINGS INC - A,TSP,4590460.0,175998236.4,0.83,Sell,8463.0,
36,2021-06-01,ARKK,EDITAS MEDICINE INC,EDIT,4953099.0,168157711.05,0.79,Sell,30130.0,
37,2021-06-01,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,6231458.0,168560938.9,0.79,Sell,11487.0,
38,2021-06-01,ARKK,PURE STORAGE INC - CLASS A,PSTG,8528450.0,162466972.5,0.76,Sell,51865.0,
39,2021-06-01,ARKK,BERKELEY LIGHTS INC,BLI,3515109.0,152907241.5,0.72,Sell,6482.0,
40,2021-06-01,ARKK,VERACYTE INC,VCYT,3602929.0,140694377.45,0.66,Sell,21919.0,
41,2021-06-01,ARKK,KE HOLDINGS INC-ADR,BEKE,2635190.0,136740009.1,0.64,Sell,4858.0,
42,2021-06-01,ARKK,SERES THERAPEUTICS INC,MCRB,5981817.0,126276156.87,0.59,Sell,36386.0,
43,2021-06-01,ARKK,MATERIALISE NV-ADR,MTLS,4292340.0,115850256.6,0.54,Sell,26105.0,
44,2021-06-01,ARKK,STRATASYS LTD,SSYS,4818641.0,111262420.69,0.52,Sell,29302.0,
45,2021-06-01,ARKK,TRIMBLE INC,TRMB,1418418.0,110338736.22,0.52,Sell,2618.0,
46,2021-06-01,ARKK,NOVARTIS AG-SPONSORED ADR,NVS,1221910.0,107992405.8,0.51,Sell,2254.0,
47,2021-06-01,ARKK,NANOSTRING TECHNOLOGIES INC,NSTG,1901482.0,105513236.18,0.5,Sell,3507.0,
48,2021-06-01,ARKK,INTERCONTINENTAL EXCHANGE IN,ICE,875501.0,98826552.88,0.46,Sell,1594.0,
49,2021-06-01,ARKK,CERUS CORP,CERS,14186587.0,82140338.73,0.39,Sell,86296.0,
50,2021-06-01,ARKK,COMPUGEN LTD,CGEN,7463696.0,57321185.28,0.27,Sell,45402.0,
51,2021-06-01,ARKK,HUYA INC-ADR,HUYA,1169688.0,17896226.4,0.08,Sell,711362.0,
52,2021-06-01,ARKK,SYROS PHARMACEUTICALS INC,SYRS,16195.0,104457.75,0.0,Sell,115.0,
53,2021-06-01,ARKK,ORGANOVO HOLDINGS INC,ONVO ,14018.0,131769.2,0.0,Sell,92.0,
54,2021-06-01,ARKQ,TESLA INC,TSLA,493009.0,308239086.98,10.52,Hold,0.0,-0.8924466988982981
55,2021-06-01,ARKQ,JD.COM INC-ADR,JD,2534938.0,187433315.72,6.4,Hold,0.0,1.5240972126870835
56,2021-06-01,ARKQ,TRIMBLE INC,TRMB,2181914.0,169731090.06,5.79,Hold,0.0,-0.4096786583023878
57,2021-06-01,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,6271533.0,156851040.33,5.35,Hold,0.0,-0.3188521323236258
58,2021-06-01,ARKQ,ALPHABET INC-CL C,GOOG,57543.0,138768397.08,4.74,Hold,0.0,0.3766893790244412
