No.,date,fund,company,ticker,holding,market value($),weight(%),action,shares,% change
1,2020-11-11,ARKF,ADYEN NV,ADYEN,19514.0,37760355.55,3.5900000000000003,Hold,0.0,5.867146330564275
2,2020-11-11,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,129866.0,34498902.9,3.2800000000000002,Hold,0.0,-0.33390860658813537
3,2020-11-11,ARKF,AMAZON.COM INC,AMZN,8795.0,27593345.05,2.63,Hold,0.0,3.3729596510072506
4,2020-11-11,ARKF,APPLE INC,AAPL,207602.0,24806362.98,2.36,Hold,0.0,3.0352677416573215
5,2020-11-11,ARKF,DISCOVERY LTD,DSY,1400836.0,11761740.45,1.12,Hold,0.0,2.775252037554056
6,2020-11-11,ARKF,DOCUSIGN INC,DOCU,103092.0,21499836.6,2.0500000000000003,Hold,0.0,5.163632696283606
7,2020-11-11,ARKF,FACEBOOK INC-CLASS A,FB,89562.0,24762101.76,2.36,Hold,0.0,1.4866204162537227
8,2020-11-11,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,131664.0,14351376.0,1.37,Hold,0.0,0.23910244620195378
9,2020-11-11,ARKF,HDFC BANK LTD-ADR,HDB,198334.0,13187227.66,1.26,Hold,0.0,-1.2329174093880026
10,2020-11-11,ARKF,INTERACTIVE BROKERS GRO-CL A,IBKR,227440.0,11717708.8,1.12,Hold,0.0,1.098901098901102
11,2020-11-11,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,430274.0,43018794.52,4.1000000000000005,Hold,0.0,2.020408163265314
12,2020-11-11,ARKF,INTUIT INC,INTU,54000.0,19029600.0,1.81,Hold,0.0,2.9626599661076374
13,2020-11-11,ARKF,JAPANESE YEN,,0.0,0.0,0.0,Sell,68835440.0,
14,2020-11-11,ARKF,JD.COM INC-ADR,JD,119702.0,9916113.68,0.9400000000000001,Hold,0.0,3.446553446553442
15,2020-11-11,ARKF,LENDINGCLUB CORP,LC,1879598.0,10112237.24,0.96,Hold,0.0,-1.4652014652014638
16,2020-11-11,ARKF,LENDINGTREE INC,TREE UW,130949.0,40871801.88,3.8899999999999997,Hold,0.0,1.7970711979387548
17,2020-11-11,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,405796.0,16334942.68,1.55,Hold,0.0,3.4028538236993406
18,2020-11-11,ARKF,MARKETAXESS HOLDINGS INC,MKTX,10167.0,5540099.97,0.53,Hold,0.0,3.7844735639189406
19,2020-11-11,ARKF,MEITUAN-CLASS B,3690,879415.0,30732122.69,2.9300000000000006,Hold,0.0,-9.678897784213609
20,2020-11-11,ARKF,MERCADOLIBRE INC,MELI,35820.0,46726831.8,4.45,Hold,0.0,6.399517140689857
21,2020-11-11,ARKF,MORGAN STANLEY GOVT INSTL 8035,,2536747.96,2536747.96,0.24,Hold,0.0,0.0
22,2020-11-11,ARKF,NVIDIA CORP,NVDA,20931.0,11234086.32,1.0699999999999998,Hold,0.0,5.07439310884886
23,2020-11-11,ARKF,PAYPAL HOLDINGS INC,PYPL,193238.0,37167396.92,3.54,Hold,0.0,4.897469458987789
24,2020-11-11,ARKF,PINDUODUO INC-ADR,PDD,111538.0,12432025.48,1.18,Hold,0.0,8.119119216218843
25,2020-11-11,ARKF,PINTEREST INC- CLASS A,PINS,828016.0,49308352.8,4.6899999999999995,Hold,0.0,6.969642536375064
26,2020-11-11,ARKF,SBI HOLDINGS INC,8473,517974.0,13546974.51,1.29,Hold,0.0,1.9948721200425654
27,2020-11-11,ARKF,SCHWAB (CHARLES) CORP,SCHW,293781.0,13581495.63,1.29,Hold,0.0,-0.40930633347694034
28,2020-11-11,ARKF,SEA LTD-ADR,SE,220334.0,37265089.42,3.55,Hold,0.0,8.049575161310926
29,2020-11-11,ARKF,SHOPIFY INC - CLASS A,SHOP,8830.0,8363599.4,0.8,Hold,0.0,6.934158236994228
30,2020-11-11,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,305715.0,8327676.6,0.79,Hold,0.0,4.849884526558884
31,2020-11-11,ARKF,SLACK TECHNOLOGIES INC- CL A,WORK,502230.0,12641129.1,1.2,Hold,0.0,4.439834024896262
32,2020-11-11,ARKF,SNAP INC - A,SNAP,580652.0,22331875.92,2.13,Hold,0.0,-0.20757654385052893
33,2020-11-11,ARKF,SOCIAL CAPITAL HEDOSOPHIA-A,IPOB,616136.0,11108932.08,1.06,Hold,0.0,-0.27654867256637833
34,2020-11-11,ARKF,SPLUNK INC,SPLK,103672.0,20124808.64,1.92,Hold,0.0,3.321268895039393
35,2020-11-11,ARKF,SQUARE INC - A,SQ,605376.0,111038065.92,10.57,Hold,0.0,6.639534883720932
36,2020-11-11,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,152852.0,13891189.76,1.32,Hold,0.0,3.673283139402232
37,2020-11-11,ARKF,TCS GROUP HOLDING-GDR REG S,,346723.0,10297673.1,0.98,Hold,0.0,4.946996466431088
38,2020-11-11,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,551141.0,40475795.04,3.85,Hold,0.0,-0.48780487804877537
39,2020-11-11,ARKF,TRANSUNION,TRU,115641.0,10464354.09,1.0,Hold,0.0,-1.4592181204399386
40,2020-11-11,ARKF,TWILIO INC - A,TWLO,90699.0,25320439.83,2.41,Hold,0.0,4.848644182378126
41,2020-11-11,ARKF,VERISK ANALYTICS INC,VRSK,46770.0,9346049.1,0.89,Hold,0.0,2.4243977447462797
42,2020-11-11,ARKF,WORKDAY INC-CLASS A,WDAY,82228.0,17976685.36,1.71,Hold,0.0,2.206638616175784
43,2020-11-11,ARKF,YEAHKA LTD,9923,1966800.0,9447477.69,0.9000000000000001,Hold,0.0,-6.88760915131338
44,2020-11-11,ARKF,Z HOLDINGS CORP,4689,4973714.0,28951011.81,2.76,Hold,0.0,-0.04867849362910461
45,2020-11-11,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,4758245.0,23623102.14,2.25,Hold,0.0,-6.566050758257766
46,2020-11-11,ARKF,ZILLOW GROUP INC - C,Z,417915.0,45143178.3,4.3,Hold,0.0,7.6003586014543165
47,2020-11-11,ARKF,ZSCALER INC,ZS,611.0,82784.39,0.01,Hold,0.0,6.050407013149654
48,2020-11-11,ARKG,10X GENOMICS INC-CLASS A,TXG,292306.0,39934845.72,1.21,Buy,1615.0,
49,2020-11-11,ARKG,ACCOLADE INC,ACCD,1297702.0,48702756.06,1.47,Buy,7175.0,
50,2020-11-11,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,846992.0,43984294.56,1.3299999999999998,Buy,4685.0,
51,2020-11-11,ARKG,AQUABOUNTY TECHNOLOGIES,AQB,4888032.0,19552128.0,0.59,Buy,27040.0,
52,2020-11-11,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,3346280.0,163432315.2,4.94,Buy,18505.0,
53,2020-11-11,ARKG,BEAM THERAPEUTICS INC,BEAM,543639.0,20582172.54,0.62,Buy,3010.0,
